Isotope,Energy (keV),Intensity (%),Half life (s),Decay,Decay (%),Daughter
65Ni,8.94,0.0007805513476754,9063.0,B-,100.0,Cu
65Ni,8.94,0.0007805513476754,9063.0,B-,100.0,Cu
65Zn,344.95,0.00253,21075552.0,EC+B+,100.0,Cu
65Zn,770.6,0.00268,21075552.0,EC+B+,100.0,Cu
65Zn,1115.539,50.04,21075552.0,EC+B+,100.0,Cu
65Zn,511.0,2.842,21075552.0,EC+B+,100.0,Cu
65Zn,0.952,1.2409209724619696,21075552.0,EC+B+,100.0,Cu
65Zn,8.028,11.763989923311671,21075552.0,EC+B+,100.0,Cu
65Zn,8.048,22.91835169162609,21075552.0,EC+B+,100.0,Cu
65Zn,8.94,4.824313718637843,21075552.0,EC+B+,100.0,Cu
65Zn,8.94,4.824313718637843,21075552.0,EC+B+,100.0,Cu
66Ga,171.9,0.01036,34164.0,EC+B+,100.0,Zn
66Ga,283.87,0.003589,34164.0,EC+B+,100.0,Zn
66Ga,290.8105,0.04921,34164.0,EC+B+,100.0,Zn
66Ga,347.77,0.001776,34164.0,EC+B+,100.0,Zn
66Ga,375.398,0.002146,34164.0,EC+B+,100.0,Zn
66Ga,410.178,0.06549,34164.0,EC+B+,100.0,Zn
66Ga,412.916,0.003367,34164.0,EC+B+,100.0,Zn
66Ga,442.873,0.01554,34164.0,EC+B+,100.0,Zn
66Ga,448.73,0.1073,34164.0,EC+B+,100.0,Zn
66Ga,459.683,0.08769,34164.0,EC+B+,100.0,Zn
66Ga,494.336,0.005624,34164.0,EC+B+,100.0,Zn
66Ga,499.59,0.00481,34164.0,EC+B+,100.0,Zn
66Ga,551.284,0.006993,34164.0,EC+B+,100.0,Zn
66Ga,554.28,0.004514,34164.0,EC+B+,100.0,Zn
66Ga,557.13,0.006142,34164.0,EC+B+,100.0,Zn
66Ga,562.241,0.006623,34164.0,EC+B+,100.0,Zn
66Ga,578.54,0.05883,34164.0,EC+B+,100.0,Zn
66Ga,600.788,0.013505,34164.0,EC+B+,100.0,Zn
66Ga,653.568,0.001332,34164.0,EC+B+,100.0,Zn
66Ga,658.57,0.007511,34164.0,EC+B+,100.0,Zn
66Ga,670.251,0.00407,34164.0,EC+B+,100.0,Zn
66Ga,680.56,0.00148,34164.0,EC+B+,100.0,Zn
66Ga,686.08,0.25197,34164.0,EC+B+,100.0,Zn
66Ga,705.031,0.003774,34164.0,EC+B+,100.0,Zn
66Ga,708.36,0.008658,34164.0,EC+B+,100.0,Zn
66Ga,718.97,0.009916,34164.0,EC+B+,100.0,Zn
66Ga,723.17,0.003441,34164.0,EC+B+,100.0,Zn
66Ga,749.68,0.001369,34164.0,EC+B+,100.0,Zn
66Ga,763.64,0.00888,34164.0,EC+B+,100.0,Zn
66Ga,796.21,0.002923,34164.0,EC+B+,100.0,Zn
66Ga,800.13,0.000999,34164.0,EC+B+,100.0,Zn
66Ga,833.5324,5.8941,34164.0,EC+B+,100.0,Zn
66Ga,853.038,0.07585,34164.0,EC+B+,100.0,Zn
66Ga,856.527,0.11137,34164.0,EC+B+,100.0,Zn
66Ga,857.093,0.0148,34164.0,EC+B+,100.0,Zn
66Ga,862.926,0.01517,34164.0,EC+B+,100.0,Zn
66Ga,867.93,0.004329,34164.0,EC+B+,100.0,Zn
66Ga,873.392,0.01702,34164.0,EC+B+,100.0,Zn
66Ga,885.0,0.001887,34164.0,EC+B+,100.0,Zn
66Ga,907.39,0.02183,34164.0,EC+B+,100.0,Zn
66Ga,914.388,0.02701,34164.0,EC+B+,100.0,Zn
66Ga,929.68,0.004551,34164.0,EC+B+,100.0,Zn
66Ga,953.93,0.000999,34164.0,EC+B+,100.0,Zn
66Ga,954.12,0.004477,34164.0,EC+B+,100.0,Zn
66Ga,963.892,0.01443,34164.0,EC+B+,100.0,Zn
66Ga,980.934,0.04847,34164.0,EC+B+,100.0,Zn
66Ga,1008.588,0.0592,34164.0,EC+B+,100.0,Zn
66Ga,1010.957,0.02701,34164.0,EC+B+,100.0,Zn
66Ga,1015.081,0.01221,34164.0,EC+B+,100.0,Zn
66Ga,1039.22,37.0,34164.0,EC+B+,100.0,Zn
66Ga,1060.051,0.01554,34164.0,EC+B+,100.0,Zn
66Ga,1065.305,0.002331,34164.0,EC+B+,100.0,Zn
66Ga,1066.45,0.002368,34164.0,EC+B+,100.0,Zn
66Ga,1082.75,0.013246,34164.0,EC+B+,100.0,Zn
66Ga,1106.53,0.001221,34164.0,EC+B+,100.0,Zn
66Ga,1129.923,0.013579,34164.0,EC+B+,100.0,Zn
66Ga,1135.47,0.004736,34164.0,EC+B+,100.0,Zn
66Ga,1147.896,0.07844,34164.0,EC+B+,100.0,Zn
66Ga,1190.287,0.12765,34164.0,EC+B+,100.0,Zn
66Ga,1195.32,0.000925,34164.0,EC+B+,100.0,Zn
66Ga,1232.264,0.4995,34164.0,EC+B+,100.0,Zn
66Ga,1232.48,0.0555,34164.0,EC+B+,100.0,Zn
66Ga,1248.779,0.000999,34164.0,EC+B+,100.0,Zn
66Ga,1274.5,0.006993,34164.0,EC+B+,100.0,Zn
66Ga,1298.95,0.003811,34164.0,EC+B+,100.0,Zn
66Ga,1305.807,0.003959,34164.0,EC+B+,100.0,Zn
66Ga,1333.112,1.17475,34164.0,EC+B+,100.0,Zn
66Ga,1356.104,0.3552,34164.0,EC+B+,100.0,Zn
66Ga,1356.32,0.1221,34164.0,EC+B+,100.0,Zn
66Ga,1357.25,0.1628,34164.0,EC+B+,100.0,Zn
66Ga,1409.35,0.001591,34164.0,EC+B+,100.0,Zn
66Ga,1418.754,0.61309,34164.0,EC+B+,100.0,Zn
66Ga,1425.25,0.006031,34164.0,EC+B+,100.0,Zn
66Ga,1433.63,0.00185,34164.0,EC+B+,100.0,Zn
66Ga,1458.662,0.09657,34164.0,EC+B+,100.0,Zn
66Ga,1468.97,0.001369,34164.0,EC+B+,100.0,Zn
66Ga,1508.158,0.55389,34164.0,EC+B+,100.0,Zn
66Ga,1515.162,0.006179,34164.0,EC+B+,100.0,Zn
66Ga,1523.279,0.005476,34164.0,EC+B+,100.0,Zn
66Ga,1534.6,0.00592,34164.0,EC+B+,100.0,Zn
66Ga,1554.62,0.0185,34164.0,EC+B+,100.0,Zn
66Ga,1559.627,0.02183,34164.0,EC+B+,100.0,Zn
66Ga,1577.308,0.003996,34164.0,EC+B+,100.0,Zn
66Ga,1634.46,0.003515,34164.0,EC+B+,100.0,Zn
66Ga,1703.59,0.00555,34164.0,EC+B+,100.0,Zn
66Ga,1713.602,0.02442,34164.0,EC+B+,100.0,Zn
66Ga,1740.904,0.028601,34164.0,EC+B+,100.0,Zn
66Ga,1787.44,0.00888,34164.0,EC+B+,100.0,Zn
66Ga,1797.94,0.001887,34164.0,EC+B+,100.0,Zn
66Ga,1868.105,0.02701,34164.0,EC+B+,100.0,Zn
66Ga,1872.74,0.02294,34164.0,EC+B+,100.0,Zn
66Ga,1898.823,0.38887,34164.0,EC+B+,100.0,Zn
66Ga,1918.329,1.98616,34164.0,EC+B+,100.0,Zn
66Ga,1927.96,0.002257,34164.0,EC+B+,100.0,Zn
66Ga,2009.628,0.003071,34164.0,EC+B+,100.0,Zn
66Ga,2026.016,0.00259,34164.0,EC+B+,100.0,Zn
66Ga,2065.778,0.03108,34164.0,EC+B+,100.0,Zn
66Ga,2085.86,0.00222,34164.0,EC+B+,100.0,Zn
66Ga,2088.985,0.01147,34164.0,EC+B+,100.0,Zn
66Ga,2173.319,0.08436,34164.0,EC+B+,100.0,Zn
66Ga,2189.616,5.3354,34164.0,EC+B+,100.0,Zn
66Ga,2213.181,0.13098,34164.0,EC+B+,100.0,Zn
66Ga,2265.84,0.001369,34164.0,EC+B+,100.0,Zn
66Ga,2292.171,0.01702,34164.0,EC+B+,100.0,Zn
66Ga,2341.673,0.003182,34164.0,EC+B+,100.0,Zn
66Ga,2393.129,0.23495,34164.0,EC+B+,100.0,Zn
66Ga,2422.525,1.88145,34164.0,EC+B+,100.0,Zn
66Ga,2433.807,0.007437,34164.0,EC+B+,100.0,Zn
66Ga,2467.97,0.008436,34164.0,EC+B+,100.0,Zn
66Ga,2492.42,0.0222,34164.0,EC+B+,100.0,Zn
66Ga,2537.09,0.00518,34164.0,EC+B+,100.0,Zn
66Ga,2588.553,0.02627,34164.0,EC+B+,100.0,Zn
66Ga,2631.44,0.00296,34164.0,EC+B+,100.0,Zn
66Ga,2698.92,0.0037,34164.0,EC+B+,100.0,Zn
66Ga,2713.73,0.00629,34164.0,EC+B+,100.0,Zn
66Ga,2751.835,22.681,34164.0,EC+B+,100.0,Zn
66Ga,2780.095,0.12358,34164.0,EC+B+,100.0,Zn
66Ga,2785.7,0.00296,34164.0,EC+B+,100.0,Zn
66Ga,2802.8,0.00148,34164.0,EC+B+,100.0,Zn
66Ga,2843.13,0.001665,34164.0,EC+B+,100.0,Zn
66Ga,2933.358,0.21312,34164.0,EC+B+,100.0,Zn
66Ga,2977.08,0.02294,34164.0,EC+B+,100.0,Zn
66Ga,2993.21,0.03145,34164.0,EC+B+,100.0,Zn
66Ga,3046.684,0.05698,34164.0,EC+B+,100.0,Zn
66Ga,3085.4,0.001961,34164.0,EC+B+,100.0,Zn
66Ga,3212.499,0.00185,34164.0,EC+B+,100.0,Zn
66Ga,3228.8,1.51034,34164.0,EC+B+,100.0,Zn
66Ga,3256.021,0.09398,34164.0,EC+B+,100.0,Zn
66Ga,3331.351,0.02257,34164.0,EC+B+,100.0,Zn
66Ga,3380.85,1.4652,34164.0,EC+B+,100.0,Zn
66Ga,3422.04,0.85618,34164.0,EC+B+,100.0,Zn
66Ga,3432.309,0.28749,34164.0,EC+B+,100.0,Zn
66Ga,3724.8,0.002405,34164.0,EC+B+,100.0,Zn
66Ga,3738.1,0.013838,34164.0,EC+B+,100.0,Zn
66Ga,3766.85,0.14911,34164.0,EC+B+,100.0,Zn
66Ga,3791.004,1.08817,34164.0,EC+B+,100.0,Zn
66Ga,3806.3,0.002442,34164.0,EC+B+,100.0,Zn
66Ga,3810.59,0.009176,34164.0,EC+B+,100.0,Zn
66Ga,3827.5,0.00703,34164.0,EC+B+,100.0,Zn
66Ga,4085.853,1.27465,34164.0,EC+B+,100.0,Zn
66Ga,4295.187,3.811,34164.0,EC+B+,100.0,Zn
66Ga,4461.202,0.8362,34164.0,EC+B+,100.0,Zn
66Ga,4806.007,1.8611,34164.0,EC+B+,100.0,Zn
66Ga,4865.87,0.002775,34164.0,EC+B+,100.0,Zn
66Ga,5005.6,0.001221,34164.0,EC+B+,100.0,Zn
66Ga,511.0,113.615598,34164.0,EC+B+,100.0,Zn
66Ga,1.035,0.6059073911925068,34164.0,EC+B+,100.0,Zn
66Ga,8.616,5.641820921715497,34164.0,EC+B+,100.0,Zn
66Ga,8.639,10.972036020450208,34164.0,EC+B+,100.0,Zn
66Ga,9.61,2.35418352870488,34164.0,EC+B+,100.0,Zn
66Ga,9.61,2.35418352870488,34164.0,EC+B+,100.0,Zn
67Ga,91.265,3.11,281810.88,EC,100.0,Zn
67Ga,93.31,38.81,281810.88,EC,100.0,Zn
67Ga,184.576,21.41,281810.88,EC,100.0,Zn
67Ga,208.95,2.46,281810.88,EC,100.0,Zn
67Ga,300.217,16.64,281810.88,EC,100.0,Zn
67Ga,393.527,4.56,281810.88,EC,100.0,Zn
67Ga,494.166,0.0684,281810.88,EC,100.0,Zn
67Ga,703.106,0.0105,281810.88,EC,100.0,Zn
67Ga,794.381,0.054,281810.88,EC,100.0,Zn
67Ga,887.688,0.148,281810.88,EC,100.0,Zn
67Ga,1.035,1.847994661401552,281810.88,EC,100.0,Zn
67Ga,8.616,17.176652561133213,281810.88,EC,100.0,Zn
67Ga,8.639,33.4046140823283,281810.88,EC,100.0,Zn
67Ga,9.61,7.167365483378496,281810.88,EC,100.0,Zn
67Ga,9.61,7.167365483378496,281810.88,EC,100.0,Zn
68Ga,227.31,0.00011914,4062.6,EC+B+,100.0,Zn
68Ga,483.35,0.00026404,4062.6,EC+B+,100.0,Zn
68Ga,578.52,0.033488,4062.6,EC+B+,100.0,Zn
68Ga,682.63,0.00031234,4062.6,EC+B+,100.0,Zn
68Ga,805.83,0.094024,4062.6,EC+B+,100.0,Zn
68Ga,938.73,0.0001771,4062.6,EC+B+,100.0,Zn
68Ga,1077.34,3.22,4062.6,EC+B+,100.0,Zn
68Ga,1165.92,1.61e-05,4062.6,EC+B+,100.0,Zn
68Ga,1261.08,0.094346,4062.6,EC+B+,100.0,Zn
68Ga,1659.0,1.3e-05,4062.6,EC+B+,100.0,Zn
68Ga,1744.42,0.009499,4062.6,EC+B+,100.0,Zn
68Ga,1883.16,0.136528,4062.6,EC+B+,100.0,Zn
68Ga,2338.44,0.001127,4062.6,EC+B+,100.0,Zn
68Ga,2821.73,0.00046368,4062.6,EC+B+,100.0,Zn
68Ga,511.0,177.820516,4062.6,EC+B+,100.0,Zn
68Ga,1.035,0.1521654031959389,4062.6,EC+B+,100.0,Zn
68Ga,8.616,1.4177792400196458,4062.6,EC+B+,100.0,Zn
68Ga,8.639,2.7572525087896653,4062.6,EC+B+,100.0,Zn
68Ga,9.61,0.5916019988062794,4062.6,EC+B+,100.0,Zn
68Ga,9.61,0.5916019988062794,4062.6,EC+B+,100.0,Zn
75Se,14.89,0.001178,10348992.0,EC,100.0,As
75Se,24.38,0.025327,10348992.0,EC,100.0,As
75Se,66.0518,1.111443,10348992.0,EC,100.0,As
75Se,81.15,0.0084816,10348992.0,EC,100.0,As
75Se,96.734,3.448595,10348992.0,EC,100.0,As
75Se,121.1155,17.20469,10348992.0,EC,100.0,As
75Se,136.0001,58.5466,10348992.0,EC,100.0,As
75Se,198.606,1.49606,10348992.0,EC,100.0,As
75Se,249.4,8.835e-06,10348992.0,EC,100.0,As
75Se,264.6576,58.9,10348992.0,EC,100.0,As
75Se,279.5422,25.02072,10348992.0,EC,100.0,As
75Se,303.9236,1.314648,10348992.0,EC,100.0,As
75Se,373.86,0.0025327,10348992.0,EC,100.0,As
75Se,400.6572,11.41482,10348992.0,EC,100.0,As
75Se,419.08,0.012369,10348992.0,EC,100.0,As
75Se,468.6,0.00036518,10348992.0,EC,100.0,As
75Se,542.4,1.2958e-05,10348992.0,EC,100.0,As
75Se,557.8,9.424e-07,10348992.0,EC,100.0,As
75Se,572.4,0.0361646,10348992.0,EC,100.0,As
75Se,617.67,0.00450585,10348992.0,EC,100.0,As
75Se,821.6,0.000137237,10348992.0,EC,100.0,As
75Se,1.32,2.05,10348992.0,EC,100.0,As
75Se,10.509,16.53,10348992.0,EC,100.0,As
75Se,10.544,32.1,10348992.0,EC,100.0,As
75Se,11.773,7.33,10348992.0,EC,100.0,As
75Se,11.791,7.61,10348992.0,EC,100.0,As
75Se,11.861,0.277,10348992.0,EC,100.0,As
82Br,45.949,0.25,367.8,IT,97.6,Br
82Br,92.188,0.71896,127015.2,B-,100.0,Kr
82Br,100.948,0.061864,127015.2,B-,100.0,Kr
82Br,129.34,0.011704,127015.2,B-,100.0,Kr
82Br,137.244,0.09196,127015.2,B-,100.0,Kr
82Br,179.8,0.00836,127015.2,B-,100.0,Kr
82Br,182.84,0.011704,127015.2,B-,100.0,Kr
82Br,214.8,0.003344,127015.2,B-,100.0,Kr
82Br,221.478,2.28228,127015.2,B-,100.0,Kr
82Br,271.96,0.018392,127015.2,B-,100.0,Kr
82Br,273.492,0.80256,127015.2,B-,100.0,Kr
82Br,280.73,0.0088616,127015.2,B-,100.0,Kr
82Br,332.78,0.0073568,127015.2,B-,100.0,Kr
82Br,401.249,0.086108,127015.2,B-,100.0,Kr
82Br,470.07,0.021736,127015.2,B-,100.0,Kr
82Br,554.352,71.7288,127015.2,B-,100.0,Kr
82Br,599.29,0.0076912,127015.2,B-,100.0,Kr
82Br,606.358,1.22892,127015.2,B-,100.0,Kr
82Br,619.09,0.002,367.8,B-,2.4,Kr
82Br,619.105,43.7228,127015.2,B-,100.0,Kr
82Br,698.361,28.424,127015.2,B-,100.0,Kr
82Br,698.37,0.034,367.8,B-,2.4,Kr
82Br,711.2,0.00176,367.8,B-,2.4,Kr
82Br,735.6,3e-05,367.8,B-,2.4,Kr
82Br,735.645,0.063536,127015.2,B-,100.0,Kr
82Br,776.511,83.6,127015.2,B-,100.0,Kr
82Br,776.52,0.26,367.8,B-,2.4,Kr
82Br,827.826,24.1604,127015.2,B-,100.0,Kr
82Br,932.1,0.002508,127015.2,B-,100.0,Kr
82Br,952.029,0.377872,127015.2,B-,100.0,Kr
82Br,1007.589,1.30416,127015.2,B-,100.0,Kr
82Br,1044.005,27.588,127015.2,B-,100.0,Kr
82Br,1072.554,0.071896,127015.2,B-,100.0,Kr
82Br,1072.99,0.002,367.8,B-,2.4,Kr
82Br,1081.288,0.64372,127015.2,B-,100.0,Kr
82Br,1081.29,0.00044,367.8,B-,2.4,Kr
82Br,1099.9,0.002508,127015.2,B-,100.0,Kr
82Br,1168.5,0.00036,367.8,B-,2.4,Kr
82Br,1173.4,5.2e-06,367.8,B-,2.4,Kr
82Br,1173.432,0.013376,127015.2,B-,100.0,Kr
82Br,1180.209,0.088616,127015.2,B-,100.0,Kr
82Br,1180.27,0.0039,367.8,B-,2.4,Kr
82Br,1180.95,0.00026,367.8,B-,2.4,Kr
82Br,1317.44,0.00111,367.8,B-,2.4,Kr
82Br,1317.485,26.9192,127015.2,B-,100.0,Kr
82Br,1395.1,5e-05,367.8,B-,2.4,Kr
82Br,1395.2,0.002508,127015.2,B-,100.0,Kr
82Br,1426.0,0.003344,127015.2,B-,100.0,Kr
82Br,1474.88,0.02,367.8,B-,2.4,Kr
82Br,1474.895,16.3856,127015.2,B-,100.0,Kr
82Br,1650.346,0.739024,127015.2,B-,100.0,Kr
82Br,1703.19,0.00029,367.8,B-,2.4,Kr
82Br,1771.0,8e-05,367.8,B-,2.4,Kr
82Br,1779.623,0.111188,127015.2,B-,100.0,Kr
82Br,1871.807,0.034276,127015.2,B-,100.0,Kr
82Br,1879.5,0.00041,367.8,B-,2.4,Kr
82Br,1956.74,0.038456,127015.2,B-,100.0,Kr
82Br,1956.75,0.00166,367.8,B-,2.4,Kr
82Br,2479.6,0.00024,367.8,B-,2.4,Kr
82Br,2656.0,7.3e-05,367.8,B-,2.4,Kr
82Br,1.535,1.87602074,367.8,IT,97.6,Br
82Br,1.648,0.0146501095116443,127015.2,B-,100.0,Kr
82Br,11.879,11.51150772349127,367.8,IT,97.6,Br
82Br,11.925,22.21869855914161,367.8,IT,97.6,Br
82Br,12.596,0.1055289784193762,127015.2,B-,100.0,Kr
82Br,12.649,0.2034881959494335,127015.2,B-,100.0,Kr
82Br,13.345,5.269953320986924,367.8,IT,97.6,Br
82Br,13.377,5.676793717367114,367.8,IT,97.6,Br
82Br,13.469,0.4068403963801905,367.8,IT,97.6,Br
82Br,14.169,0.0487611584192062,127015.2,B-,100.0,Kr
82Br,14.209,0.0536762831878622,127015.2,B-,100.0,Kr
82Br,14.313,0.0049151247686559,127015.2,B-,100.0,Kr
84Br,230.2,0.30368,1905.6,B-,100.0,Kr
84Br,339.8,0.07072,1905.6,B-,100.0,Kr
84Br,354.7,0.30368,1905.6,B-,100.0,Kr
84Br,382.0,0.5616,1905.6,B-,100.0,Kr
84Br,424.0,100.0,360.0,B-,100.0,Kr
84Br,447.0,3.0,360.0,B-,100.0,Kr
84Br,447.7,0.0416,1905.6,B-,100.0,Kr
84Br,561.4,0.0832,1905.6,B-,100.0,Kr
84Br,604.8,1.7472,1905.6,B-,100.0,Kr
84Br,688.7,0.09152,1905.6,B-,100.0,Kr
84Br,736.5,1.2896,1905.6,B-,100.0,Kr
84Br,802.2,5.9904,1905.6,B-,100.0,Kr
84Br,881.6,98.0,360.0,B-,100.0,Kr
84Br,881.6,41.6,1905.6,B-,100.0,Kr
84Br,947.5,0.3536,1905.6,B-,100.0,Kr
84Br,955.7,0.0624,1905.6,B-,100.0,Kr
84Br,987.3,0.7904,1905.6,B-,100.0,Kr
84Br,1005.7,0.4576,1905.6,B-,100.0,Kr
84Br,1015.9,6.1568,1905.6,B-,100.0,Kr
84Br,1016.0,1.0,360.0,B-,100.0,Kr
84Br,1082.6,0.14144,1905.6,B-,100.0,Kr
84Br,1119.1,0.14144,1905.6,B-,100.0,Kr
84Br,1142.7,0.03328,1905.6,B-,100.0,Kr
84Br,1185.0,0.10816,1905.6,B-,100.0,Kr
84Br,1213.3,2.5792,1905.6,B-,100.0,Kr
84Br,1255.5,0.04576,1905.6,B-,100.0,Kr
84Br,1438.0,0.0624,1905.6,B-,100.0,Kr
84Br,1462.8,97.0,360.0,B-,100.0,Kr
84Br,1463.8,1.9552,1905.6,B-,100.0,Kr
84Br,1534.7,0.09984,1905.6,B-,100.0,Kr
84Br,1578.1,0.6656,1905.6,B-,100.0,Kr
84Br,1607.6,0.3952,1905.6,B-,100.0,Kr
84Br,1741.2,1.6224,1905.6,B-,100.0,Kr
84Br,1779.6,0.0624,1905.6,B-,100.0,Kr
84Br,1807.8,0.0416,1905.6,B-,100.0,Kr
84Br,1818.7,0.24128,1905.6,B-,100.0,Kr
84Br,1877.5,1.1232,1905.6,B-,100.0,Kr
84Br,1897.6,14.56,1905.6,B-,100.0,Kr
84Br,1897.7,2.0,360.0,B-,100.0,Kr
84Br,2029.6,2.08,1905.6,B-,100.0,Kr
84Br,2094.2,0.21216,1905.6,B-,100.0,Kr
84Br,2200.7,1.1648,1905.6,B-,100.0,Kr
84Br,2218.5,0.06656,1905.6,B-,100.0,Kr
84Br,2484.1,6.656,1905.6,B-,100.0,Kr
84Br,2593.7,0.13728,1905.6,B-,100.0,Kr
84Br,2622.9,0.29952,1905.6,B-,100.0,Kr
84Br,2758.7,0.48672,1905.6,B-,100.0,Kr
84Br,2824.1,1.1232,1905.6,B-,100.0,Kr
84Br,2988.7,0.17472,1905.6,B-,100.0,Kr
84Br,3045.4,2.496,1905.6,B-,100.0,Kr
84Br,3202.1,0.208,1905.6,B-,100.0,Kr
84Br,3235.3,2.0384,1905.6,B-,100.0,Kr
84Br,3365.8,2.8704,1905.6,B-,100.0,Kr
84Br,3927.5,6.7808,1905.6,B-,100.0,Kr
84Br,4084.6,0.27456,1905.6,B-,100.0,Kr
84Br,4115.8,0.0038688,1905.6,B-,100.0,Kr
84Br,1.648,0.004040537355,360.0,B-,100.0,Kr
84Br,1.648,0.00087179918807696,1905.6,B-,100.0,Kr
84Br,12.596,0.006124143370140189,1905.6,B-,100.0,Kr
84Br,12.596,0.028404583963151042,360.0,B-,100.0,Kr
84Br,12.649,0.054771662096319014,360.0,B-,100.0,Kr
84Br,12.649,0.01180899222934861,1905.6,B-,100.0,Kr
84Br,14.169,0.013124740134929095,360.0,B-,100.0,Kr
84Br,14.169,0.002829747141743463,1905.6,B-,100.0,Kr
84Br,14.209,0.014447713940529948,360.0,B-,100.0,Kr
84Br,14.209,0.003114985653631204,1905.6,B-,100.0,Kr
84Br,14.313,0.00028523851188774107,1905.6,B-,100.0,Kr
84Br,14.313,0.0013229738056008528,360.0,B-,100.0,Kr
85Kr,129.81,0.301,16128.0,B-,78.8,Rb
85Kr,129.81,4.34e-07,338889828.0411435,B-,100.0,Rb
85Kr,151.18,2.17e-06,338889828.0411435,B-,100.0,Rb
85Kr,151.195,75.2,16128.0,B-,78.8,Rb
85Kr,281.01,0.000752,16128.0,B-,78.8,Rb
85Kr,304.87,14.0,16128.0,IT,21.2,Kr
85Kr,362.81,2.17e-06,338889828.0411435,B-,100.0,Rb
85Kr,451.0,0.011,16128.0,B-,78.8,Rb
85Kr,513.997,0.434,338889828.0411435,B-,100.0,Rb
85Kr,580.6,0.000752,16128.0,B-,78.8,Rb
85Kr,731.6,0.008,16128.0,B-,78.8,Rb
85Kr,1.648,0.168670768,16128.0,IT,21.2,Kr
85Kr,1.767,8e-05,338889828.0411435,B-,100.0,Rb
85Kr,1.767,0.089,16128.0,B-,78.8,Rb
85Kr,12.596,1.1473380338551893,16128.0,IT,21.2,Kr
85Kr,12.649,2.212375691969127,16128.0,IT,21.2,Kr
85Kr,13.336,0.000533,338889828.0411435,B-,100.0,Rb
85Kr,13.336,0.592,16128.0,B-,78.8,Rb
85Kr,13.396,0.00103,338889828.0411435,B-,100.0,Rb
85Kr,13.396,1.14,16128.0,B-,78.8,Rb
85Kr,14.169,0.5301437810462244,16128.0,IT,21.2,Kr
85Kr,14.209,0.5835822741756838,16128.0,IT,21.2,Kr
85Kr,14.313,0.0534384931294594,16128.0,IT,21.2,Kr
85Kr,15.021,0.00025,338889828.0411435,B-,100.0,Rb
85Kr,15.021,0.277,16128.0,B-,78.8,Rb
85Kr,15.07,0.309,16128.0,B-,78.8,Rb
85Kr,15.07,0.000279,338889828.0411435,B-,100.0,Rb
85Kr,15.187,2.9e-05,338889828.0411435,B-,100.0,Rb
85Kr,15.187,0.0322,16128.0,B-,78.8,Rb
85Sr,6.92,4.2e-06,4057.8,IT,86.6,Sr
85Sr,129.8,0.00048,5602953.6,EC,100.0,Rb
85Sr,129.82,0.15,4057.8,EC,13.4,Rb
85Sr,151.18,0.001152,5602953.6,EC,100.0,Rb
85Sr,151.194,12.8,4057.8,EC,13.4,Rb
85Sr,231.86,83.9,4057.8,IT,86.6,Sr
85Sr,233.0,3.84e-05,5602953.6,EC,100.0,Rb
85Sr,238.78,0.275,4057.8,IT,86.6,Sr
85Sr,281.01,0.0004,4057.8,EC,13.4,Rb
85Sr,354.06,0.00048,5602953.6,EC,100.0,Rb
85Sr,362.82,0.0013728,5602953.6,EC,100.0,Rb
85Sr,450.79,0.0107,4057.8,EC,13.4,Rb
85Sr,514.0048,95.712,5602953.6,EC,100.0,Rb
85Sr,580.64,0.00087,4057.8,EC,13.4,Rb
85Sr,716.87,0.0003072,5602953.6,EC,100.0,Rb
85Sr,731.797,0.0146,4057.8,EC,13.4,Rb
85Sr,768.5,0.0003,4057.8,EC,13.4,Rb
85Sr,868.06,0.012,5602953.6,EC,100.0,Rb
85Sr,919.8,0.0001,4057.8,EC,13.4,Rb
85Sr,951.0,2.88e-05,5602953.6,EC,100.0,Rb
85Sr,1.767,0.362285352547425,4057.8,EC,13.4,Rb
85Sr,1.767,2.59,5602953.6,EC,100.0,Rb
85Sr,1.89,1.894497553828,4057.8,IT,86.6,Sr
85Sr,13.336,17.2,5602953.6,EC,100.0,Rb
85Sr,13.336,2.4034544092652266,4057.8,EC,13.4,Rb
85Sr,13.396,33.0,5602953.6,EC,100.0,Rb
85Sr,13.396,4.626476244976375,4057.8,EC,13.4,Rb
85Sr,14.098,0.4235598928209277,4057.8,IT,86.6,Sr
85Sr,14.165,0.8137557979268544,4057.8,IT,86.6,Sr
85Sr,15.021,8.0,5602953.6,EC,100.0,Rb
85Sr,15.021,1.1263007177225792,4057.8,EC,13.4,Rb
85Sr,15.07,1.2569516009783983,4057.8,EC,13.4,Rb
85Sr,15.07,9.0,5602953.6,EC,100.0,Rb
85Sr,15.187,0.93,5602953.6,EC,100.0,Rb
85Sr,15.187,0.1306508832558192,4057.8,EC,13.4,Rb
85Sr,15.898,0.2009269285417858,4057.8,IT,86.6,Sr
85Sr,15.955,0.227047429252218,4057.8,IT,86.6,Sr
85Sr,16.085,0.0261205007104321,4057.8,IT,86.6,Sr
87Kr,129.4,0.04464,4578.0,B-,100.0,Rb
87Kr,402.588,49.6,4578.0,B-,100.0,Rb
87Kr,510.78,0.07936,4578.0,B-,100.0,Rb
87Kr,582.32,0.03472,4578.0,B-,100.0,Rb
87Kr,673.83,1.88976,4578.0,B-,100.0,Rb
87Kr,814.25,0.16368,4578.0,B-,100.0,Rb
87Kr,836.38,0.77376,4578.0,B-,100.0,Rb
87Kr,845.44,7.3408,4578.0,B-,100.0,Rb
87Kr,894.02,0.045632,4578.0,B-,100.0,Rb
