Isotope,Energy (keV),XS (mb),Compound
00Li,478.4,248.04,7Li
00B,477.7,61.308,7Li
00B,2124.0,5.85,11B
00B,718.18,2.223,10B
00B,4442.2,2.223,11B
00B,5018.4,1.053,11B
00B,1021.4,0.275,10B
00B,2895.1,0.269,11B
00B,2867.3,0.246,10B
00B,1436.5,0.094,10B
00B,2155.0,0.064,10B
00C,4438.0,6.479,12C
00N,2312.8,6.224,14N
00N,1634.6,4.17,14N
00N,5104.6,1.369,14N
00N,729.6,0.747,14N
00N,3384.0,0.685,14N
00N,2792.5,0.355,14N
00N,3949.9,0.224,14N
00O,6129.3,3.063,16O
00O,1983.0,0.515,18O
00F,197.1,745.524,19F
00F,1356.5,73.172,19F
00F,1348.0,33.134,19F
00F,1235.8,27.612,19F
00F,1458.4,9.112,19F
00F,2582.6,5.522,19F
00F,1261.1,5.522,19F
00F,1444.0,4.142,19F
00F,1554.0,2.209,19F
00F,2653.8,1.491,19F
00F,2686.6,1.022,19F
00F,3905.9,0.966,19F
00F,4180.2,0.828,19F
00F,4354.8,0.552,19F
00F,4449.3,0.552,19F
00F,4558.3,0.552,19F
00F,2993.6,0.304,19F
00F,2352.6,0.276,19F
00F,3794.9,0.276,19F
00Na,440.0,650.52,23Na
00Na,1635.8,55.945,23Na
00Na,2640.1,13.01,23Na
00Na,2390.6,11.709,23Na
00Na,2981.7,9.107,23Na
00Na,2263.2,7.806,23Na
00Na,2542.0,7.156,23Na
00Na,1951.0,7.156,23Na
00Na,627.6,5.855,23Na
00Na,3238.2,5.855,23Na
00Na,2075.3,5.529,23Na
00Na,1772.5,5.204,23Na
00Na,3914.8,2.927,23Na
00Na,4334.0,2.602,23Na
00Na,4430.4,2.277,23Na
00Na,3848.2,1.301,23Na
00Na,2698.1,0.976,23Na
00Na,1839.3,0.651,23Na
00Mg,1368.53,131.04,24Mg
00Mg,584.9,19.656,25Mg
00Mg,1808.6,14.414,26Mg
00Mg,1611.6,7.862,25Mg
00Mg,389.7,7.338,25Mg
00Mg,974.6,7.076,25Mg
00Mg,2754.2,5.635,24Mg
00Mg,4238.6,5.242,24Mg
00Mg,350.5,5.111,21Ne
00Mg,1129.2,4.193,26Mg
00Mg,3867.4,2.228,24Mg
00Mg,2869.4,2.228,24Mg
00Mg,472.0,2.097,24Na
00Mg,1379.1,2.097,25Mg
00Mg,4641.7,1.245,24Mg
00Mg,1763.0,1.179,25Mg
00Mg,1963.7,1.114,25Mg
00Mg,989.7,1.114,25Mg
00Mg,1001.8,1.048,26Mg
00Mg,1979.3,0.655,25Mg
00Mg,2938.7,0.524,26Mg
00Mg,2132.1,0.459,26Mg
00Mg,2540.0,0.459,26Mg
00Mg,1410.4,0.459,26Mg
00Mg,2514.0,0.393,26Mg
00Mg,1590.0,0.262,25Mg
00Al,1014.4,131.04,27Al
00Al,843.75,78.624,27AI
00Al,2211.8,68.141,27Al
00Al,3004.5,23.587,27Al
00Al,1720.8,18.346,27AI
00Al,2981.3,10.09,27Al
00Al,170.6,6.421,27Al
00Al,2735.3,4.455,27Al
00Al,793.0,4.062,27Al
00Al,3210.4,2.752,27Al
00Al,984.5,2.228,27Mg
00Al,2299.2,2.097,27Al
00Al,4582.0,1.835,27Al
00Al,2835.8,1.441,27Al
00Al,4413.4,1.441,27Al
00Al,2664.5,1.179,27Al
00Al,2940.6,1.048,27Al
00Al,2371.7,1.048,27Al
00Al,3954.9,0.786,27Al
00Al,955.2,0.655,27Mg
00Al,1940.2,0.524,27Mg
00Al,4307.0,0.524,27Al
00Al,1507.3,0.393,27Al
00Al,1369.3,0.393,24Mg
00Al,2754.0,0.262,24Mg
00Si,1778.8,126.36,28Si
00Si,1272.8,5.307,29Si
00Si,2837.9,3.412,28Si
00Si,2234.9,3.033,30Si
00Si,2027.9,2.527,29Si
00Si,3199.9,1.264,28Si
00Si,584.6,1.074,25Mg
00Si,2425.2,1.074,29Si
00Si,4496.3,1.061,28Si
00Si,1262.9,0.758,30Si
00Si,983.4,0.442,28Al
00Si,974.8,0.316,25Mg
00P,1266.07,98.28,31P
00P,2233.4,28.501,31P
00P,2028.4,6.093,31P
00P,2148.0,5.012,31P
00P,3134.2,3.538,31P
00P,752.3,3.145,31Si
00P,1778.9,2.654,28Si
00P,2923.8,2.457,31P
00P,3505.1,2.359,31P
00P,2196.8,2.26,31P
00P,1695.1,1.966,31Si
00P,1136.1,1.769,31P
00P,1061.6,1.474,31P
00P,1487.4,1.278,31P
00P,4258.8,1.179,31P
00P,1435.8,0.737,31Si
00P,1956.3,0.688,31P
00P,2991.1,0.59,31P
00S,2230.2,70.668,32S
00S,1273.0,9.187,29Si
00S,2028.4,4.381,29Si
00S,2127.5,3.957,34S
00S,1676.9,3.251,32P
00S,4281.3,2.827,32S
00S,2776.1,2.827,32S
00S,1548.1,2.261,32S
00S,1323.7,2.12,32P
00S,636.2,1.555,32P
00S,1245.2,1.484,32P
00S,2097.5,1.413,32P
00S,1071.1,1.131,32P
00S,2464.4,0.989,32S
00S,3182.0,0.848,32S
00S,2151.6,0.495,32P
00S,2052.0,0.353,32S
00Cl,1763.27,31.393,35Cl
00Cl,1219.52,24.336,35Cl
00Cl,2645.7,6.254,35Cl
00Cl,1726.5,6.084,37Cl
00Cl,2694.0,4.648,35Cl
00Cl,3162.52,3.967,35Cl
00Cl,3002.2,3.772,35Cl
00Cl,3103.29,3.553,37Cl
00Cl,1991.43,2.823,35S
00Cl,3086.3,2.726,37Cl
00Cl,2347.9,1.606,35S
00Cl,2180.8,1.509,35Cl
00Cl,1572.32,1.436,35S
00Cl,2840.3,1.314,35C1
00Cl,3195.9,1.217,"35,37Cl"
00Cl,2832.9,1.046,"35,37Cl"
00Cl,882.35,0.925,35Cl
00Cl,1184.72,0.925,"35,37Cl"
00Cl,3742.9,0.73,37Cl
00Cl,1070.6,0.73,32P
00Cl,930.5,0.73,35Cl
00Cl,906.64,0.706,37Cl
00Cl,637.2,0.681,32P
00Cl,1676.4,0.657,"35,37Cl"
00Cl,922.0,0.438,"35,37Cl"
00Cl,775.0,0.316,35S
00Cl,824.8,0.17,"35,37Cl"
00K,2813.8,12.168,39K
00K,2522.8,8.153,39K
00K,1267.2,6.327,39Ar
00K,3018.6,4.259,39K
00K,980.6,3.772,41K
00K,1293.3,2.92,41K
00K,788.5,2.677,36Cl
00K,3596.8,2.677,39K
00K,3883.1,2.434,39K
00K,2092.7,2.434,39Ar
00K,1676.7,2.434,41K
00K,1165.2,2.19,39Ar
00K,1165.2,2.19,36Cl
00K,1698.3,2.069,41K
00K,783.7,1.947,39K
00K,250.2,1.582,39Ar
00K,1313.3,1.46,39K
00K,1560.1,1.338,41K
00K,1517.7,1.217,39Ar
00K,1192.9,1.095,39K
00K,346.9,0.973,39K
00K,3938.7,0.913,39K
00K,2343.2,0.876,39Ar
00K,2481.5,0.876,39Ar
00K,923.3,0.876,39K
00K,1955.4,0.73,39K
00K,3369.5,0.681,"39,41K"
00K,1403.4,0.633,"39,41K"
00K,1580.4,0.608,39K
00K,1866.6,0.402,39K
00K,4083.2,0.402,39K
00K,580.7,0.365,41K
00K,1022.5,0.304,"39,41K"
00K,1106.9,0.268,"39,41K"
00Ca,770.3,21.004,40K
00Ca,3736.9,12.664,40Ca
00Ca,3904.2,10.296,40Ca
00Ca,1156.9,8.958,44Ca
00Ca,891.6,6.075,40K
00Ca,1611.2,4.942,37Ar
00Ca,5250.0,2.78,40Ca
00Ca,1159.1,2.677,40K
00Ca,5628.0,2.162,40Ca
00Ca,1409.8,2.162,37Ar
00Ca,1524.4,2.059,42Ca
00Ca,1616.8,1.75,40K
00Ca,5902.0,1.647,40Ca
00Ca,755.0,1.544,40Ca
00Ca,2545.1,1.441,40K
00Ca,2073.4,1.338,40K
00Ca,726.3,1.236,44Ca
00Ca,2289.8,1.133,40K
00Ca,1369.5,1.133,Ca
00Ca,1375.7,1.03,40Ca
00Ca,2951.9,1.03,Ca
00Ca,2490.0,0.927,37Ar
00Ca,2007.8,0.855,Ca
00Ca,1125.5,0.844,44Ca
00Ca,1303.0,0.834,40K
00Ca,2040.4,0.824,40K
00Ca,1877.5,0.803,40Ca
00Ca,1247.5,0.772,40K
00Ca,1929.2,0.628,40K
00Ca,2068.3,0.618,40K
00Ca,2017.8,0.597,40K
00Ca,1345.6,0.566,40Ca
00Ca,2366.6,0.494,40K
00Ca,2047.8,0.494,40K
00Ca,1500.6,0.474,44Ca
00Sc,364.17,131.04,45Sc
00Sc,720.26,127.109,45Sc
00Sc,1237.24,121.867,45Sc
00Sc,530.51,86.093,45Sc
00Sc,542.9,59.754,45Sc
00Sc,1409.03,50.45,45Sc
00Sc,974.44,47.174,45Sc
00Sc,890.57,34.07,45Sc
00Sc,1661.79,33.022,45Sc
00Sc,690.9,27.518,45Sc
00Sc,962.07,26.732,45Sc
00Sc,2343.02,13.497,45Sc
00Sc,376.57,12.187,45Sc
00Sc,459.03,11.007,45Sc
00Sc,431.52,10.483,45Sc
00Sc,2092.53,9.828,45Sc
00Sc,424.62,9.566,45Sc
00Sc,174.31,9.042,45Ca
00Sc,347.19,8.819,45Sc
00Sc,1056.8,8.649,45Sc
00Sc,869.21,8.649,45Sc
00Sc,926.75,8.256,45Sc
00Sc,926.75,8.256,45Sc
00Sc,2291.51,7.469,45Sc
00Sc,1054.3,7.076,45Sc
00Sc,760.38,6.88,45Sc
00Sc,597.7,6.159,45Sc
00Sc,488.09,5.766,45Sc
00Sc,1433.49,4.586,45Sc
00Sc,688.8,4.455,45Sc
00Sc,1129.12,3.158,45Sc
00Sc,1787.92,3.145,45Sc
00Sc,1257.44,3.014,45Sc
00Sc,1558.4,2.752,45Sc
00Sc,2909.1,2.621,45Sc
00Sc,2591.0,2.49,45Sc
00Sc,603.0,2.49,45Sc
00Sc,1032.4,2.359,45Sc
00Sc,1672.0,2.293,45Sc
00Sc,1985.9,2.228,45Sc
00Sc,562.7,2.228,45Sc
00Sc,1536.0,2.136,45Sc
00Sc,1290.9,2.031,45Sc
00Sc,2751.4,1.966,45Sc
00Sc,1749.4,1.861,45Sc
00Sc,1503.4,1.835,45Sc
00Sc,1990.0,1.835,45Sc
00Sc,2210.2,1.835,45Sc
00Sc,1283.5,1.835,45Sc
00Sc,2030.8,1.835,45Sc
00Sc,2403.5,1.835,45Sc
00Sc,2719.1,1.835,45Sc
00Sc,880.6,1.743,45Sc
00Sc,1882.3,1.704,45Sc
00Sc,1635.3,1.69,45Sc
00Sc,1357.1,1.651,45Sc
00Sc,1135.0,1.52,45Sc
00Sc,1681.1,1.468,45Sc
00Sc,1024.0,1.441,45Sc
00Sc,3310.5,1.441,45Sc
00Sc,1999.7,1.415,45Sc
00Sc,794.1,1.415,45Sc
00Sc,496.92,1.389,45Sc
00Sc,1800.5,1.31,45Sc
00Sc,171.9,1.245,45Sc
00Sc,1105.6,1.179,45Sc
00Sc,790.1,1.179,45Sc
00Sc,1593.6,1.179,45Sc
00Sc,2215.1,1.114,45Sc
00Sc,1379.6,1.114,45Sc
00Sc,1180.0,1.114,45Sc
00Sc,1554.0,1.048,45Sc
00Sc,3118.9,1.048,45Sc
00Sc,253.4,1.048,45Sc
00Sc,1583.6,0.983,45Sc
00Sc,1325.2,0.983,45Sc
00Sc,1937.1,0.917,45Sc
00Sc,1423.5,0.852,45Sc
00Sc,941.5,0.852,45Sc
00Sc,2761.0,0.786,45Sc
00Sc,2436.8,0.786,45Sc
00Sc,1512.1,0.786,45Sc
00Sc,3026.2,0.721,45Sc
00Sc,653.8,0.721,45Sc
00Sc,2058.2,0.655,45Sc
00Sc,797.1,0.655,45Sc
00Sc,1525.9,0.655,45Sc
00Sc,2830.0,0.655,45Sc
00Sc,2446.0,0.59,45Sc
00Sc,732.7,0.59,45Sc
00Sc,1631.7,0.59,45Sc
00Sc,2351.6,0.59,45Sc
00Sc,2138.9,0.59,45Sc
00Sc,1286.2,0.59,45Sc
00Sc,1455.0,0.59,45Sc
00Sc,920.3,0.59,45Sc
00Sc,2519.0,0.524,45Sc
00Sc,2602.1,0.459,45Sc
00Sc,2646.1,0.459,45Sc
00Sc,860.8,0.459,45Sc
00Sc,1462.8,0.459,45Sc
00Sc,2424.0,0.393,45Sc
00Sc,2535.1,0.328,45Sc
00Sc,1493.7,0.328,45Sc
00Ti,983.49,360.36,48Ti
00Ti,159.4,61.261,47Ti
00Ti,889.24,34.955,46Ti
00Ti,1312.2,29.189,48Ti
00Ti,1437.5,27.748,48Ti
00Ti,1555.0,13.694,50Ti
00Ti,2375.4,12.973,48Ti
00Ti,2240.5,8.288,48Ti
00Ti,1092.8,7.568,47Ti
00Ti,2387.3,7.207,48Ti
00Ti,1120.5,6.847,50Ti
00Ti,1120.5,6.847,46Ti
00Ti,1623.1,6.847,49Ti
00Ti,944.2,6.486,48Ti
00Ti,1381.9,6.126,49Ti
00Ti,1542.3,5.766,49Ti
00Ti,2632.8,5.405,48Ti
00Ti,2715.9,4.685,48Ti
00Ti,2014.2,4.324,48Ti
00Ti,2868.2,3.423,48Ti
00Ti,1762.3,3.243,49Ti
00Ti,1613.6,3.243,Ti
00Ti,928.1,2.883,48Ti
00Ti,3700.6,2.703,48Ti
00Ti,1284.9,2.703,47Ti
00Ti,341.6,2.523,49Ti
00Ti,423.6,2.342,48Ti
00Ti,2161.9,1.982,47Ti
00Ti,1586.4,1.982,49Ti
00Ti,1825.4,1.982,47Ti
00Ti,1390.7,1.802,47Ti
00Ti,2420.8,1.802,48Ti
00Ti,1549.7,1.622,47Ti
00Ti,962.8,1.622,Ti
00Ti,2754.5,1.622,Ti
00Ti,1750.4,1.441,Ti
00Ti,2072.6,1.441,46Ti
00Ti,2008.7,1.441,47Ti
00Ti,1048.8,1.441,46Ti
00Ti,2088.2,1.261,Ti
00Ti,1037.7,1.261,48Ti
00Ti,1063.0,1.261,48Ti
00Ti,3371.0,1.261,48Ti
00Ti,3228.5,1.081,Ti
00Ti,2297.8,1.081,47Ti
00Ti,2260.5,1.081,49Ti
00Ti,1430.6,1.081,Ti
00Ti,2140.5,0.901,Ti
00Ti,2346.9,0.901,46TI
00Ti,708.2,0.901,Ti
00Ti,638.6,0.901,Ti
00Ti,3088.7,0.901,Ti
00Ti,1722.4,0.901,46Ti
00Ti,2470.0,0.721,49Ti
00Ti,3287.0,0.721,Ti
00Ti,1932.6,0.721,Ti
00Ti,3168.3,0.541,46Ti
00Ti,1793.3,0.541,47Ti
00Ti,2575.1,0.541,Ti
00Ti,2278.9,0.541,46Ti
00Ti,2037.2,0.541,48Ti
00Ti,134.8,0.432,48Ti
00Ti,2549.9,0.36,47Ti
00Ti,1911.2,0.36,Ti
00V,320.2,538.2,51V
00V,1609.3,118.404,51V
00V,928.5,86.112,51V
00V,1813.5,75.348,51V
00V,608.5,18.299,51V
00V,1493.2,16.684,51V
00V,2090.6,8.611,51V
00V,1090.2,8.611,51V
00V,1749.0,6.458,51V
00V,2005.0,4.844,51V
00V,2290.8,4.306,51V
00V,1777.2,3.767,51V
00V,2762.5,3.767,51V
00V,1581.4,3.229,51V
00V,2410.7,3.229,51V
00V,1489.9,3.229,51V
00V,439.8,3.229,23Na
00V,2354.6,3.229,51V
00V,2335.0,2.691,51V
00V,2537.8,2.691,51V
00V,226.5,2.422,50V
00V,1785.5,2.422,51V
00V,1992.4,2.153,51V
00V,1982.8,2.153,18O
00V,2154.6,1.615,51V
00Cr,1434.2,243.36,52Cr
00Cr,1333.7,22.389,53Cr
00Cr,1006.49,22.146,53Cr
00Cr,564.34,21.416,53Cr
00Cr,1530.94,21.416,52Cr
00Cr,935.55,20.442,52Cr
00Cr,783.3,20.199,50Cr
00Cr,1289.7,13.628,52Cr
00Cr,1727.6,12.898,52Cr
00Cr,835.0,9.978,54Cr
00Cr,704.2,8.031,52Cr
00Cr,2336.8,5.597,52Cr
00Cr,530.2,5.354,53Cr
00Cr,647.3,5.354,52Cr
00Cr,1214.7,4.38,52Cr
00Cr,2037.7,4.137,52Cr
00Cr,1974.1,3.65,53Cr
00Cr,3129.0,3.164,52Cr
00Cr,744.2,2.92,52Cr
00Cr,412.2,2.677,Cr
00Cr,2322.0,2.677,53Cr
00Cr,1014.5,2.677,27Al
00Cr,848.5,2.434,52Cr
00Cr,246.9,2.312,53Cr
00Cr,1247.0,2.19,52Cr
00Cr,226.5,2.069,50V
00Cr,2140.6,2.069,50Cr
00Cr,1577.8,1.46,52Cr
00Cr,2376.8,1.46,50Cr
00Cr,283.2,1.46,53Cr
00Cr,988.7,1.338,54Cr
00Cr,882.5,1.217,53Cr
00Cr,2211.5,1.217,27Al
00Cr,922.6,1.217,Cr
00Cr,3199.5,1.217,52Cr
00Cr,3161.7,1.095,52Cr
00Cr,1777.3,1.095,52Cr
00Cr,1784.8,1.095,54Cr
00Cr,1981.6,0.973,52Cr
00Cr,3771.1,0.973,52Cr
00Cr,1097.8,0.973,50Cr
00Cr,1143.6,0.973,52Cr
00Cr,1670.0,0.973,52Cr
00Cr,791.4,0.973,52Cr
00Cr,1871.9,0.852,52Cr
00Cr,3270.3,0.852,52Cr
00Cr,2513.7,0.852,52Cr
00Cr,684.5,0.73,53Cr
00Cr,1808.9,0.73,Cr
00Cr,203.9,0.73,Cr
00Cr,1650.0,0.73,52Cr
00Cr,124.8,0.73,52V
00Cr,2524.9,0.608,Cr
00Cr,2667.8,0.608,53Cr
00Cr,3305.0,0.608,Cr
00Cr,1102.0,0.487,52Cr
00Cr,1074.3,0.487,52Cr
00Cr,1795.0,0.487,52Cr
00Cr,2239.8,0.365,54Cr
00Cr,1826.7,0.365,Cr
00Cr,1928.6,0.365,Cr
00Cr,765.1,0.243,Cr
00Mn,858.45,78.624,55Mn
00Mn,1528.7,31.45,55Mn
00Mn,1166.3,21.228,55Mn
00Mn,1884.42,17.297,55Mn
00Mn,308.06,9.435,55Mn
00Mn,1779.5,7.862,28Si
00Mn,2198.4,7.862,55Mn
00Mn,1758.6,6.919,55Mn
00Mn,2252.3,6.683,55Mn
00Mn,2240.0,6.369,55Mn
00Mn,2274.1,5.504,55Mn
00Mn,1214.1,5.111,55Mn
00Mn,984.4,4.953,55Mn
00Mn,2269.0,4.717,55Mn
00Mn,2563.5,4.639,55Mn
00Mn,2366.1,4.246,55Mn
00Mn,1019.2,3.853,55Mn
00Mn,2727.2,2.83,55Mn
00Mn,1436.5,2.752,55Mn
00Mn,898.3,2.673,55Mn
00Mn,3133.9,2.595,55Mn
00Mn,3006.6,2.516,55Mn
00Mn,2829.5,2.437,55Mn
00Mn,2698.7,2.123,55Mn
00Mn,2626.5,1.966,55Mn
00Mn,2911.5,1.966,55Mn
00Mn,2866.9,1.966,55Mn
00Mn,1414.7,1.73,55Mn
00Mn,2977.5,1.651,55Mn
00Mn,738.7,1.572,55Mn
00Mn,1743.1,1.572,55Mn
00Mn,1630.8,1.494,55Mn
00Mn,1403.2,1.415,55Mn
00Mn,3196.2,1.337,55Mn
00Mn,1266.7,1.258,55Mn
00Mn,2142.5,1.101,55Mn
00Mn,940.3,1.101,55Mn
00Mn,1552.7,0.786,55Mn
00Mn,3351.0,0.708,55Mn
00Mn,3411.6,0.629,55Mn
00Mn,2007.4,0.629,55Mn
00Mn,2081.7,0.59,55Mn
00Mn,770.3,0.59,55Mn
00Mn,1326.6,0.55,55Mn
00Mn,2050.3,0.55,55Mn
00Mn,1431.3,0.472,55Mn
00Mn,1273.7,0.472,55Mn
00Mn,1446.9,0.393,55Mn
00Fe,846.78,468.0,56Fe
00Fe,1238.3,49.14,58Fe
00Fe,1810.5,32.292,56Fe
00Fe,1408.2,16.38,55Fe
00Fe,2112.9,14.976,56Fe
00Fe,2598.52,12.168,56Fe
00Fe,122.1,10.296,57Fe
00Fe,1037.85,10.062,56Fe
00Fe,2273.2,9.5,56Fe
00Fe,126.0,7.488,55Mn
00Fe,352.5,7.488,57Fe
00Fe,3601.9,7.02,56Fe
00Fe,2523.2,5.99,56Fe
00Fe,1778.8,5.85,28Si
00Fe,2760.0,5.803,56Fe
00Fe,3448.6,5.288,56Fe
00Fe,2094.6,5.054,56Fe
00Fe,1771.33,4.259,56Fe
00Fe,3202.18,3.65,56Fe
00Fe,3548.5,3.042,56Fe
00Fe,1303.2,2.995,56Fe
00Fe,367.1,2.527,57Fe
00Fe,2983.7,2.153,56Fe
00Fe,2034.8,2.153,56Fe
00Fe,3663.1,2.012,56Fe
00Fe,810.3,2.012,58Fe
00Fe,1359.9,1.872,56Fe
00Fe,156.5,1.872,54Mn
00Fe,1130.0,1.825,54Fe
00Fe,1851.8,1.825,56Fe
00Fe,3253.7,1.685,56Fe
00Fe,1882.6,1.544,56Fe
00Fe,1671.1,1.498,56Fe
00Fe,1551.2,1.17,54Fe
00Fe,1173.2,1.17,56Fe
00Fe,3369.2,1.123,56Fe
00Fe,211.0,1.03,56Mn
00Fe,1760.8,0.983,Fe
00Fe,1725.6,0.936,57Fe
00Fe,2959.6,0.936,"56Fe,54Fe"
00Fe,1334.6,0.842,56Fe
00Fe,2080.8,0.842,Fe
00Fe,1528.6,0.796,Fe
00Fe,3272.6,0.796,56Fe
00Fe,3634.9,0.702,Fe
00Fe,1175.0,0.702,56Fe
00Fe,4541.7,0.702,56Fe
00Fe,2015.0,0.702,56Fe
00Fe,2658.3,0.655,56Fe
00Fe,1152.8,0.655,54Fe
00Fe,3013.1,0.562,Fe
00Fe,2042.8,0.562,Fe
00Fe,1298.9,0.562,Fe
00Fe,2211.7,0.515,56Fe
00Fe,757.3,0.468,53Fe
00Fe,992.8,0.468,Fe
00Fe,2027.0,0.421,Fe
00Fe,2372.2,0.421,56Fe
00Fe,1650.8,0.421,Fe
00Fe,2062.4,0.421,Fe
00Fe,1165.9,0.374,Fe
00Fe,1509.7,0.374,Fe
00Fe,1612.2,0.328,57Fe
00Fe,1454.5,0.328,Fe
00Fe,1213.0,0.281,Fe
00Fe,2192.9,0.281,Fe
00Fe,1386.6,0.281,Fe
00Fe,1271.9,0.234,56Fe
00Fe,1434.2,0.234,Fe
00Co,1190.4,154.44,59Co
00Co,1459.5,72.587,59Co
00Co,1099.22,63.32,59Co
00Co,1481.7,43.243,59Co
00Co,1291.6,40.154,59Co
00Co,1745.1,20.077,59Co
00Co,382.6,14.981,59Co
00Co,554.8,13.127,59Co
00Co,992.51,12.355,59Co
00Co,694.4,10.811,59Co
00Co,142.7,9.73,59Co
00Co,2088.0,8.185,59Co
00Co,795.9,8.031,59Co
00Co,580.0,7.722,59Co
00Co,871.3,6.795,59Co
00Co,269.3,6.178,59Co
00Co,263.2,5.405,59Co
00Co,723.4,4.942,59Co
00Co,650.1,4.788,59Co
00Co,2395.4,4.015,59Co
00Co,1397.2,3.861,59Co
00Co,913.4,3.707,59Co
00Co,2481.4,3.398,59Co
00Co,334.8,3.243,59Co
00Co,2586.8,3.089,59Co
00Co,2062.3,3.089,59Co
00Co,1726.2,3.089,59Co
00Co,192.4,3.089,59Co
00Co,2826.0,2.625,59Co
00Co,2204.4,2.471,59Co
00Co,1891.0,2.471,59Co
00Co,1680.5,2.317,59Co
00Co,1970.8,2.162,59Co
00Co,1953.0,2.162,59Co
00Co,127.2,2.162,59Co
00Co,2786.0,2.008,59Co
00Co,2309.8,1.853,59Co
00Co,1801.8,1.853,59Co
00Co,1765.0,1.853,59Co
00Co,2654.2,1.853,59Co
00Co,2544.3,1.853,59Co
00Co,936.5,1.853,59Co
00Co,2031.0,1.699,59Co
00Co,2182.9,1.544,59Co
00Co,1924.1,1.39,59Co
00Co,2913.0,1.236,59Co
00Co,2142.6,1.158,59Co
00Co,1557.2,1.158,59Co
00Co,522.1,1.081,59Co
00Co,1616.2,1.081,59Co
00Co,236.3,1.004,59Co
00Co,360.5,0.618,59Co
00Co,317.9,0.618,59Co
00Ni,1454.28,187.2,58Ni
00Ni,1332.5,112.32,60Ni
00Ni,1173.1,24.898,62Ni
00Ni,1173.1,24.898,60NI
00Ni,1004.8,23.026,58Ni
00Ni,826.08,20.03,60Ni
00Ni,1448.6,18.533,58Ni
00Ni,1321.4,16.286,58Ni
00Ni,366.6,13.104,58Co
00Ni,432.9,6.926,58Co
00Ni,961.3,6.926,58Ni
00Ni,1161.7,6.178,58Ni
00Ni,467.1,5.99,60Ni
00Ni,952.4,5.242,60Ni
00Ni,1583.7,4.867,58Ni
00Ni,1316.9,4.306,58Ni
00Ni,2158.9,3.744,60Ni
00Ni,1293.5,3.744,60Ni
00Ni,1345.7,3.37,64Ni
00Ni,283.0,3.37,61Ni
00Ni,3263.6,3.182,58Ni
00Ni,3037.5,2.995,58Ni
00Ni,1791.7,2.621,60Ni
00Ni,1787.8,2.621,60Ni
00Ni,1809.5,2.621,58Ni
00Ni,3593.6,2.434,58Ni
00Ni,321.5,2.434,58Co
00Ni,2399.5,2.246,Ni
00Ni,3021.1,2.246,58Ni
00Ni,2444.4,2.059,58Ni
00Ni,931.0,1.872,Ni
00Ni,2652.9,1.872,58Ni
00Ni,2301.0,1.778,62Ni
00Ni,2077.0,1.685,58Ni
00Ni,582.8,1.685,Ni
00Ni,1044.7,1.685,Ni
00Ni,2059.8,1.498,60Ni
00Ni,4109.3,1.498,58Ni
00Ni,1051.0,1.498,58Co
00Ni,1187.1,1.31,58Co
00Ni,938.3,1.31,58Co
00Ni,2707.3,1.217,Ni
00Ni,1882.5,1.217,Ni
00Ni,908.6,1.123,60Ni
00Ni,1984.6,1.123,60Ni
00Ni,1936.8,1.123,60Ni
00Ni,774.5,1.123,Ni
00Ni,817.8,1.123,58Ni
00Ni,1378.1,1.123,58Co
00Ni,3083.7,1.123,58Ni
00Ni,993.3,1.123,60Ni
00Ni,327.0,1.123,58Co
00Ni,908.6,1.123,61Ni
00Ni,3270.4,1.123,60Ni
00Ni,3195.4,1.03,60Ni
00Ni,1490.1,1.03,58Ni
00Ni,1862.4,0.936,60Ni
00Ni,2893.6,0.936,58Ni
00Ni,2776.1,0.936,58Ni
00Ni,354.4,0.842,58Ni
00Ni,2951.6,0.842,58Ni
00Ni,2904.1,0.842,58Ni
00Ni,2106.1,0.842,Ni
00Ni,2167.1,0.842,58Ni
00Ni,1853.9,0.842,60Ni
00Ni,655.9,0.749,61Ni
00Ni,1235.9,0.749,58Co
00Ni,1026.9,0.749,60Ni
00Ni,746.5,0.749,Ni
00Ni,643.1,0.655,60Ni
00Ni,3896.1,0.655,58Ni
00Ni,1125.4,0.655,58Co
00Ni,2841.1,0.655,58Ni
00Ni,674.1,0.562,Ni
00Ni,346.8,0.562,Ni
00Ni,312.9,0.562,58Co
00Ni,1697.5,0.562,58Ni
00Ni,1952.6,0.562,Ni
00Ni,2984.7,0.562,Ni
00Ni,762.9,0.562,Ni
00Ni,2139.4,0.562,58Ni
00Ni,680.7,0.562,60Ni
00Ni,2322.8,0.562,58Ni
00Ni,383.5,0.468,58Ni
00Ni,738.1,0.468,58Ni
00Ni,3155.9,0.374,Ni
00Ni,3125.6,0.281,60Ni
00Cu,962.03,252.72,63Cu
00Cu,669.68,116.251,63Cu
00Cu,1115.54,93.506,65Cu
00Cu,1327.0,80.87,63Cu
00Cu,770.6,42.962,65Cu
00Cu,1412.11,37.908,63Cu
00Cu,365.5,35.381,63Ni
00Cu,365.5,35.381,65Cu
00Cu,1547.03,30.326,63Cu
00Cu,1481.8,30.326,65Cu
00Cu,899.2,19.712,63Cu
00Cu,1861.3,19.459,63Cu
00Cu,450.2,14.152,63Cu
00Cu,1623.3,12.131,65Cu
00Cu,1724.9,10.109,65Cu
00Cu,1163.5,9.603,65Cu
00Cu,1130.5,9.603,63Cu
00Cu,2011.8,8.845,63Cu
00Cu,156.7,8.592,63Ni
00Cu,881.1,8.34,63Cu
00Cu,585.0,7.076,63Cu
00Cu,1050.7,6.571,63Cu
00Cu,978.8,6.318,65Cu
