Isotope,Energy (keV),Sigma (mb),DSigma (mb),Half life (s),Decay
154Sm,648.6,0.13999999999999999,0.04,1340.0,B-
154Sm,677.2,0.12999999999999998,0.04,1340.0,B-
154Sm,713.4,0.11,0.030000000000000002,1340.0,B-
154Sm,665.0,0.11,0.030000000000000002,1340.0,B-
154Sm,768.4,0.107,0.020999999999999998,1340.0,B-
154Sm,1197.7,0.107,0.020999999999999998,1340.0,B-
154Gd,13.47,0.076,0.025,0.032,IT
154Sm,229.0,0.057,0.014,1340.0,B-
154Sm,880.0,0.054,0.011,1340.0,B-
154Sm,84.1,0.044,0.011,1340.0,B-
154Sm,1262.4,0.043000000000000003,0.014,1340.0,B-
154Sm,220.1,0.04,0.01,1340.0,B-
154Sm,178.3,0.036000000000000004,0.007,1340.0,B-
154Sm,183.4,0.036000000000000004,0.007,1340.0,B-
154Sm,1132.0,0.036000000000000004,0.007,1340.0,B-
154Sm,287.1,0.020999999999999998,0.007,1340.0,B-
154Sm,818.1,0.018000000000000002,0.004,1340.0,B-
154Sm,830.0,0.018000000000000002,0.004,1340.0,B-
154Sm,911.0,0.018000000000000002,0.004,1340.0,B-
154Sm,923.0,0.018000000000000002,0.004,1340.0,B-
154Sm,1096.0,0.018000000000000002,0.004,1340.0,B-
154Sm,1018.0,0.018000000000000002,0.004,1340.0,B-
154Gd,21.036,0.00039999999999999996,0.00011,0.032,IT
156Dy,326.16,18.0,3.18,29300.0,EC
156Dy,182.2,0.36000000000000004,0.0751,29300.0,EC
156Dy,83.01,0.12000000000000001,0.0453,29300.0,EC
156Dy,60.82,0.09000000000000001,0.052500000000000005,29300.0,EC
156Dy,265.34,0.038,0.0112,29300.0,EC
156Dy,597.5,0.016,0.00412,29300.0,EC
156Dy,776.6,0.0107,0.0029000000000000002,29300.0,EC
156Dy,297.2,0.0102,0.00255,29300.0,EC
156Dy,745.2,0.0102,0.00269,29300.0,EC
156Dy,143.83,0.0070999999999999995,0.00181,29300.0,EC
156Dy,576.6,0.0065,0.00173,29300.0,EC
156Dy,770.1,0.006,0.00244,29300.0,EC
156Dy,553.1,0.004,0.00166,29300.0,EC
156Dy,637.1,0.004,0.000706,29300.0,EC
156Dy,498.7,0.0038,0.0011200000000000001,29300.0,EC
156Dy,637.1,0.0036,0.0006349999999999999,29300.0,EC
156Dy,405.2,0.0036,0.000945,29300.0,EC
156Dy,931.7,0.0018,0.000592,29300.0,EC
156Dy,1044.4,0.0013,0.00055,29300.0,EC
156Dy,1276.2,0.0009,0.00043,29300.0,EC
156Dy,992.8,0.0007,0.000324,29300.0,EC
156Dy,697.6,0.0005,0.000313,29300.0,EC
156Dy,1102.3,0.00045,0.000234,29300.0,EC
156Dy,1215.2,0.00035999999999999997,0.000191,29300.0,EC
156Dy,984.0,9.099999999999999e-05,1.61e-05,29300.0,EC
158Gd,363.543,63.0,3.0,66800.0,B-
158Gd,58.0,11.799999999999999,0.601,66800.0,B-
158Gd,348.281,1.28,0.0252,66800.0,B-
158Gd,226.04,1.1800000000000002,0.0252,66800.0,B-
158Gd,580.809,0.36200000000000004,0.012,66800.0,B-
158Gd,305.549,0.33,0.006070000000000001,66800.0,B-
158Gd,79.513,0.261,0.00704,66800.0,B-
158Gd,290.286,0.17200000000000001,0.00304,66800.0,B-
158Gd,559.623,0.11699999999999999,0.00401,66800.0,B-
158Gd,210.783,0.111,0.00252,66800.0,B-
158Gd,617.616,0.08399999999999999,0.00301,66800.0,B-
158Gd,237.341,0.0408,0.0009069999999999999,66800.0,B-
158Gd,137.515,0.0344,0.000806,66800.0,B-
158Gd,274.163,0.0301,0.0019,66800.0,B-
158Gd,854.948,0.0133,0.0011,66800.0,B-
158Gd,616.234,0.00996,4.8400000000000004e-05,66800.0,B-
158Gd,536.78,0.008579999999999999,0.00025100000000000003,66800.0,B-
158Gd,273.62,0.0038,0.0019,66800.0,B-
158Gd,674.26,0.00165,0.00013,66800.0,B-
158Gd,753.74,0.0009599999999999999,0.00011,66800.0,B-
160Gd,360.94,199.0,5.29,220.0,B-
160Gd,314.92,75.0,3.07,220.0,B-
160Gd,102.315,46.0,3.0300000000000002,220.0,B-
160Gd,283.55,19.7,0.8180000000000001,220.0,B-
160Gd,56.29,12.5,0.512,220.0,B-
160Gd,480.12,8.9,0.506,220.0,B-
160Gd,165.213,8.5,0.704,220.0,B-
160Gd,338.07,5.6,0.304,220.0,B-
160Gd,529.5,4.17,0.23299999999999998,220.0,B-
160Gd,77.393,3.5,0.30200000000000005,220.0,B-
160Gd,258.62,3.25,0.133,220.0,B-
160Gd,270.87,2.89,0.132,220.0,B-
160Gd,181.232,2.46,0.102,220.0,B-
160Gd,105.64,2.4,0.301,220.0,B-
160Gd,191.38,2.1,0.102,220.0,B-
160Gd,417.0,1.02,0.12999999999999998,220.0,B-
160Gd,394.34,0.7200000000000001,0.0703,220.0,B-
160Gd,423.86,0.5900000000000001,0.1,220.0,B-
160Gd,133.68,0.53,0.0702,220.0,B-
160Gd,85.79,0.49,0.1,220.0,B-
160Gd,97.04,0.41,0.0701,220.0,B-
160Gd,97.04,0.41,0.0701,220.0,B-
160Gd,168.47,0.27,0.0401,220.0,B-
160Gd,79.41,0.2,0.0301,220.0,B-
160Gd,62.91,0.2,0.06999999999999999,220.0,B-
160Gd,71.57,0.2,0.06999999999999999,220.0,B-
160Gd,452.2,0.2,0.0301,220.0,B-
160Gd,1034.72,0.09000000000000001,0.00243,220.0,B-
160Gd,1149.94,0.039400000000000004,0.00203,220.0,B-
160Gd,121.7,0.033,0.01,220.0,B-
160Gd,937.53,0.030199999999999998,0.00162,220.0,B-
160Gd,955.35,0.026,0.00132,220.0,B-
160Gd,1093.52,0.020999999999999998,0.00131,220.0,B-
160Gd,1349.6,0.0168,0.00101,220.0,B-
160Gd,1120.92,0.0138,0.00101,220.0,B-
160Gd,772.18,0.0118,0.00101,220.0,B-
160Gd,1308.27,0.0097,0.000705,220.0,B-
160Gd,1026.25,0.0092,0.000705,220.0,B-
160Gd,1622.95,0.007,0.000504,220.0,B-
160Gd,1622.95,0.007,0.000504,220.0,B-
160Gd,857.93,0.0069,0.000703,220.0,B-
160Gd,1143.15,0.0066,0.000702,220.0,B-
160Gd,1175.82,0.0066,0.000702,220.0,B-
160Gd,1261.11,0.0063999999999999994,0.000305,220.0,B-
160Gd,924.55,0.0062,0.000702,220.0,B-
160Gd,1048.75,0.0062,0.000702,220.0,B-
160Gd,1209.72,0.0061,0.000503,220.0,B-
160Gd,1252.42,0.0059,0.000403,220.0,B-
160Gd,1112.2,0.0059,0.0015999999999999999,220.0,B-
160Gd,1400.13,0.0058000000000000005,0.000403,220.0,B-
160Gd,1341.1,0.0055,0.0005020000000000001,220.0,B-
160Gd,1153.43,0.0051,0.000701,220.0,B-
160Gd,1066.22,0.0048,0.0005020000000000001,220.0,B-
160Gd,1489.42,0.0046,0.000303,220.0,B-
160Gd,1477.55,0.0045000000000000005,0.000303,220.0,B-
160Gd,1477.55,0.0045000000000000005,0.000303,220.0,B-
160Gd,1533.87,0.0045000000000000005,0.000303,220.0,B-
160Gd,1105.84,0.0044,0.000402,220.0,B-
160Gd,1364.19,0.0039,0.000401,220.0,B-
160Gd,1015.1,0.0039,0.000701,220.0,B-
160Gd,1544.8,0.0038,0.00030199999999999997,220.0,B-
160Gd,1228.72,0.0036,0.00030199999999999997,220.0,B-
160Gd,1192.42,0.0034000000000000002,0.000501,220.0,B-
160Gd,1558.33,0.0033,0.000301,220.0,B-
160Gd,835.0,0.003,0.0007,220.0,B-
160Gd,835.0,0.003,0.0007,220.0,B-
160Gd,835.0,0.003,0.0007,220.0,B-
160Gd,1145.5,0.003,0.0007,220.0,B-
160Gd,1421.37,0.00292,0.00023099999999999998,220.0,B-
160Gd,1495.82,0.00269,0.00023099999999999998,220.0,B-
160Gd,1495.82,0.00269,0.00023099999999999998,220.0,B-
160Gd,1063.4,0.0024,0.000401,220.0,B-
160Gd,1297.9,0.0024,0.000401,220.0,B-
160Gd,818.9,0.0023,0.0007,220.0,B-
160Gd,1424.3,0.00217,0.000161,220.0,B-
160Gd,1501.8,0.00191,0.000161,220.0,B-
160Gd,951.1,0.00181,0.000201,220.0,B-
160Gd,1224.93,0.0018,0.0003,220.0,B-
160Gd,947.75,0.00174,0.000201,220.0,B-
160Gd,1053.7,0.0015,0.0003,220.0,B-
160Gd,1376.7,0.00135,0.00019999999999999998,220.0,B-
160Gd,1480.9,0.00131,0.00016,220.0,B-
160Gd,1286.4,0.00128,0.00023,220.0,B-
160Gd,1135.2,0.0012,0.0003,220.0,B-
160Gd,1071.5,0.00115,0.00019999999999999998,220.0,B-
160Gd,1439.5,0.00115,0.00016,220.0,B-
160Gd,1344.2,0.00108,0.00023,220.0,B-
160Gd,1691.7,0.00095,0.00016,220.0,B-
160Gd,1677.3,0.00092,0.00016,220.0,B-
160Gd,1373.2,0.00089,0.00019999999999999998,220.0,B-
160Gd,1459.5,0.00089,0.00016,220.0,B-
160Gd,972.3,0.0007999999999999999,0.0003,220.0,B-
160Gd,1547.5,0.0007899999999999999,0.00019999999999999998,220.0,B-
160Gd,1538.7,0.0007899999999999999,0.00019999999999999998,220.0,B-
160Gd,1768.6,0.0007199999999999999,0.00013,220.0,B-
160Gd,1271.8,0.00062,0.00016,220.0,B-
160Gd,1567.0,0.00039000000000000005,9.999999999999999e-05,220.0,B-
160Gd,1430.7,0.00039000000000000005,0.00013,220.0,B-
164Dy,108.159,13600.0,535.0,75.4,IT
164Dy,94.7,10600.0,522.0,8400.0,B-
164Dy,515.467,6930.0,223.0,75.4,B-
164Dy,361.68,2500.0,125.0,8400.0,B-
164Dy,361.471,2420.0,77.89999999999999,75.4,B-
164Dy,633.415,1690.0,46.5,8400.0,B-
164Dy,715.328,1590.0,37.400000000000006,8400.0,B-
164Dy,279.763,1480.0,82.69999999999999,8400.0,B-
164Dy,153.803,1100.0,33.8,75.4,B-
164Dy,545.834,482.0,15.6,8400.0,B-
164Dy,565.718,393.0,13.2,8400.0,B-
164Dy,565.718,390.0,5.49,8400.0,B-
164Dy,620.635,290.0,11.700000000000001,8400.0,B-
164Dy,1079.628,272.0,8.87,8400.0,B-
164Dy,575.558,234.0,7.74,8400.0,B-
164Dy,95.96,177.0,14.200000000000001,75.4,B-
164Dy,995.089,164.0,5.51,8400.0,B-
164Dy,479.622,131.0,7.24,8400.0,B-
164Dy,456.093,126.0,6.26,8400.0,B-
164Dy,515.467,113.0,6.21,8400.0,B-
164Dy,1055.761,93.0,5.17,8400.0,B-
164Dy,251.73,82.0,4.159999999999999,75.4,B-
164Dy,660.08,79.0,4.15,8400.0,B-
164Dy,67.9,50.0,30.0,75.4,B-
164Dy,87.7,50.0,5.05,75.4,B-
164Dy,259.53,43.5,2.57,8400.0,B-
164Dy,67.712,42.0,21.0,8400.0,B-
164Dy,87.585,42.0,4.04,8400.0,B-
164Dy,725.392,42.0,4.04,8400.0,B-
164Dy,57.864,41.0,6.029999999999999,8400.0,B-
164Dy,57.8,37.0,5.029999999999999,75.4,B-
164Dy,694.084,34.5,1.77,8400.0,B-
164Dy,405.251,31.7,1.57,8400.0,B-
164Dy,30.0,27.0,0.38,75.4,B-
164Dy,820.106,24.0,1.73,8400.0,B-
164Dy,115.104,21.2,1.5299999999999998,8400.0,B-
164Dy,119.47,21.2,1.5299999999999998,8400.0,B-
164Dy,984.92,19.0,1.23,8400.0,B-
164Dy,153.803,17.0,1.22,8400.0,B-
164Dy,540.516,16.7,1.72,8400.0,B-
164Dy,610.294,15.7,1.52,8400.0,B-
164Dy,29.715,12.0,6.0,8400.0,B-
164Dy,119.5,12.0,3.0,75.4,B-
164Dy,489.9,10.200000000000001,1.01,8400.0,B-
164Dy,588.565,9.700000000000001,1.01,8400.0,B-
164Dy,512.57,9.5,2.0,8400.0,B-
164Dy,170.22,9.0,1.01,8400.0,B-
164Dy,89.753,8.5,1.7,8400.0,B-
164Dy,900.41,7.5,0.8069999999999999,8400.0,B-
164Dy,71.502,7.0,1.0,8400.0,B-
164Dy,140.544,6.2,0.805,8400.0,B-
164Dy,472.11,4.2,0.8019999999999999,8400.0,B-
164Dy,1140.36,4.0,0.256,8400.0,B-
164Dy,266.8,3.2,1.0,8400.0,B-
164Dy,174.96,3.2,0.8009999999999999,8400.0,B-
164Dy,504.1,3.2,0.8009999999999999,8400.0,B-
164Dy,209.7,3.0,1.5,8400.0,B-
164Dy,1091.91,3.0,0.254,8400.0,B-
164Dy,95.931,2.7,0.501,8400.0,B-
164Dy,98.8,2.5,0.501,8400.0,B-
164Dy,676.0,2.0,1.1,75.4,B-
164Dy,109.59,1.7,0.501,8400.0,B-
164Dy,129.39,1.5,0.5,8400.0,B-
164Dy,1045.6,1.5,0.251,8400.0,B-
164Dy,1186.56,1.3699999999999999,0.15100000000000002,8400.0,B-
164Dy,228.3,1.2,0.8,8400.0,B-
164Dy,976.74,0.67,0.12000000000000001,8400.0,B-
165Ho,80.574,3870.0,50.0,96500.0,B-
165Ho,1379.4,537.0,17.0,96500.0,B-
165Ho,1581.89,108.0,2.3,96500.0,B-
165Ho,1662.48,69.3,1.2,96500.0,B-
165Ho,1749.91,16.0,0.3,96500.0,B-
165Ho,674.0,11.2,1.3,96500.0,B-
165Ho,705.3,7.6,0.3,96500.0,B-
165Ho,785.89,6.8999999999999995,0.3,96500.0,B-
165Ho,1830.49,4.91,0.17,96500.0,B-
165Ho,184.4,1.15,0.12000000000000001,96500.0,B-
165Ho,1263.08,0.8099999999999999,0.12000000000000001,96500.0,B-
165Ho,1447.59,0.57,0.060000000000000005,96500.0,B-
165Ho,520.8,0.19,0.05,96500.0,B-
165Ho,1528.2,0.12000000000000001,0.0,96500.0,B-
166Er,207.801,2150.0,81.10000000000001,2.27,IT
168Yb,24.2,0.0056,0.0007379999999999999,46.0,IT
170Er,308.291,559.0,17.2,27100.0,B-
170Er,295.901,251.0,8.319999999999999,27100.0,B-
170Er,111.621,178.0,7.6899999999999995,27100.0,B-
170Er,124.017,79.0,3.32,27100.0,B-
170Er,116.656,20.0,0.615,27100.0,B-
170Er,210.6,5.57,0.189,27100.0,B-
170Er,796.55,5.55,0.148,27100.0,B-
170Er,907.7,5.51,0.148,27100.0,B-
170Er,277.43,5.029999999999999,0.192,27100.0,B-
170Er,237.14,2.62,0.101,27100.0,B-
170Er,676.1,2.4699999999999998,0.0668,27100.0,B-
170Er,371.96,2.2300000000000004,0.09849999999999999,27100.0,B-
170Er,670.7,2.19,0.056,27100.0,B-
170Er,784.09,2.0799999999999996,0.0547,27100.0,B-
170Er,732.5,0.847,0.0259,27100.0,B-
170Er,621.03,0.7699999999999999,0.033,27100.0,B-
170Er,175.63,0.7699999999999999,0.0812,27100.0,B-
170Er,419.9,0.7200000000000001,0.041999999999999996,27100.0,B-
170Er,912.6,0.67,0.0418,27100.0,B-
170Er,85.6,0.5199999999999999,0.041100000000000005,27100.0,B-
170Er,869.7,0.48000000000000004,0.0409,27100.0,B-
170Er,559.5,0.404,0.0176,27100.0,B-
170Er,882.0,0.33399999999999996,0.0171,27100.0,B-
170Er,608.6,0.32,0.00573,27100.0,B-
170Er,12.385,0.265,0.0167,27100.0,B-
170Er,197.7,0.23,0.0402,27100.0,B-
170Er,966.1,0.229,0.008110000000000001,27100.0,B-
170Er,506.9,0.19699999999999998,0.0174,27100.0,B-
170Er,424.9,0.194,0.0203,27100.0,B-
170Er,671.7,0.19,0.0401,27100.0,B-
170Er,362.91,0.171,0.010499999999999999,27100.0,B-
170Er,261.4,0.17,0.00304,27100.0,B-
170Er,609.0,0.17,0.00304,27100.0,B-
170Er,871.5,0.17,0.0401,27100.0,B-
170Er,519.2,0.154,0.0143,27100.0,B-
170Er,547.8,0.15,0.0401,27100.0,B-
170Er,693.9,0.12999999999999998,0.014199999999999999,27100.0,B-
170Er,705.8,0.1,0.04,27100.0,B-
170Er,573.5,0.085,0.0131,27100.0,B-
170Er,286.5,0.06899999999999999,0.00124,27100.0,B-
170Er,210.1,0.061,0.00109,27100.0,B-
170Er,1109.0,0.0589,0.00209,27100.0,B-
170Er,630.7,0.043000000000000003,0.00903,27100.0,B-
170Er,487.9,0.043000000000000003,0.017,27100.0,B-
170Er,586.0,0.034999999999999996,0.017,27100.0,B-
170Er,1220.5,0.024300000000000002,0.00175,27100.0,B-
170Er,1395.5,0.024,0.00701,27100.0,B-
170Er,1279.9,0.0217,0.00174,27100.0,B-
170Er,1400.5,0.0217,0.00098,27100.0,B-
170Er,1284.4,0.0208,0.00174,27100.0,B-
170Er,495.4,0.017,0.00901,27100.0,B-
170Er,1168.4,0.016,0.00133,27100.0,B-
170Er,860.0,0.013,0.0021100000000000003,27100.0,B-
170Er,1096.9,0.0092,0.00161,27100.0,B-
170Er,976.2,0.006,0.003,27100.0,B-
170Er,1156.0,0.0052,0.0013,27100.0,B-
170Er,994.0,0.005,0.003,27100.0,B-
170Er,1271.2,0.003,0.0013,27100.0,B-
174Yb,514.868,9000.0,936.0,0.0682,IT
174Yb,396.329,1420.0,45.699999999999996,362000.0,B-
174Yb,282.522,666.0,21.5,362000.0,B-
174Yb,113.805,417.0,13.899999999999999,362000.0,B-
174Yb,144.863,72.7,3.18,362000.0,B-
174Yb,137.658,22.8,1.91,362000.0,B-
174Yb,251.474,18.599999999999998,1.13,362000.0,B-
175Lu,306.84,45200.0,2430.0,1.26e+18,B-
175Lu,201.83,37900.0,2220.0,1.26e+18,B-
175Lu,88.36,7100.0,404.0,1.26e+18,B-
175Lu,401.1,94.0,9.03,1.26e+18,B-
176Lu,208.366,6000.0,304.0,581000.0,B-
176Lu,112.95,3470.0,162.0,581000.0,B-
176Lu,321.316,119.0,6.07,581000.0,B-
176Lu,249.674,115.0,6.07,581000.0,B-
176Lu,71.646,83.0,4.05,581000.0,B-
176Yb,150.6,73.0,4.63,6880.0,B-
176Yb,104.5,29.0,3.14,6.41,IT
176Lu,136.725,26.0,1.1199999999999999,581000.0,B-
176Yb,1080.2,20.1,1.1900000000000002,6880.0,B-
176Yb,1241.2,12.5,0.7200000000000001,6880.0,B-
176Yb,122.7,12.3,0.891,6880.0,B-
176Yb,139.3,4.8,0.428,6880.0,B-
176Yb,227.02,4.7,0.522,6.41,IT
176Yb,941.8,3.5,0.13699999999999998,6880.0,B-
176Yb,898.9,2.4299999999999997,0.111,6880.0,B-
176Yb,1149.8,2.33,0.14100000000000001,6880.0,B-
176Yb,1028.1,2.29,0.124,6880.0,B-
176Yb,1119.7,1.99,0.118,6880.0,B-
176Yb,1230.6,1.3699999999999999,0.09119999999999999,6880.0,B-
176Yb,1109.1,0.66,0.045200000000000004,6880.0,B-
176Yb,146.7,0.62,0.122,6880.0,B-
176Yb,268.3,0.58,0.0441,6880.0,B-
176Yb,779.6,0.42000000000000004,0.0422,6880.0,B-
176Yb,163.0,0.24000000000000002,0.0407,6880.0,B-
176Yb,760.3,0.187,0.022799999999999997,6880.0,B-
176Yb,927.0,0.13999999999999999,0.0402,6880.0,B-
176Yb,458.0,0.13899999999999998,0.0224,6880.0,B-
176Yb,913.0,0.12000000000000001,0.0402,6880.0,B-
176Yb,1214.8,0.101,0.0144,6880.0,B-
176Yb,961.2,0.076,0.0162,6880.0,B-
176Yb,1063.0,0.062,0.0201,6880.0,B-
176Yb,1336.4,0.048,0.00815,6880.0,B-
177Hf,426.38,175.0,2.54,4.0,IT
177Hf,325.559,170.0,2.16,4.0,IT
177Hf,213.439,147.0,2.12,4.0,IT
177Hf,88.867,116.0,1.98,4.0,IT
177Hf,93.182,31.0,0.522,4.0,IT
177Hf,515.2,0.027,0.00013,4.0,IT
178Hf,214.341,16300.0,303.0,18.7,IT
178Hf,160.697,700.0,70.0,18.7,IT
179Hf,332.275,58.6,0.501,19800.0,IT
179Hf,443.163,50.9,0.6,19800.0,IT
179Hf,215.426,50.6,0.40099999999999997,19800.0,IT
179Hf,57.547,29.9,0.6,19800.0,IT
179Hf,93.324,10.7,0.18000000000000002,19800.0,IT
179Hf,500.697,8.9,0.18000000000000002,19800.0,IT
181Ta,171.58,5.4,0.000108,950.0,IT
181Ta,146.774,4.08,0.21000000000000002,950.0,IT
181Ta,184.951,2.68,0.16,950.0,IT
181Ta,318.354,0.75,0.05,950.0,IT
181Ta,356.47,0.032,0.005,950.0,IT
182W,107.932,4.38,0.07490000000000001,5.2,IT
182W,99.079,1.89,0.0513,5.2,IT
182W,52.595,1.57,0.050899999999999994,5.2,IT
182W,46.484,1.42,0.0409,5.2,IT
182W,160.528,1.1900000000000002,0.0222,5.2,IT
182W,102.481,0.5599999999999999,0.030199999999999998,5.2,IT
184W,65.86,0.0344,0.0018,100.0,IT
184W,131.55,0.025599999999999998,0.0007999999999999999,100.0,IT
184W,173.68,0.0193,0.0005,100.0,IT
184W,187.88,0.00482,0.00021,100.0,IT
184W,164.33,0.00349,0.00015,100.0,IT
184W,107.85,0.00241,0.00017999999999999998,100.0,IT
184W,23.54,0.001,0.00015,100.0,IT
184W,94.59,0.00062,4e-05,100.0,IT
184W,122.05,0.0006,4e-05,100.0,IT
184W,42.29,0.00044,0.00013,100.0,IT
184W,93.3,0.00016,4.9999999999999996e-05,100.0,IT
184W,23.54,4.6e-06,1.5e-06,100.0,IT
185Re,137.157,5290.0,30.099999999999998,321000.0,B-
185Re,122.64,250.0,20.0,321000.0,EC
185Re,767.47,18.4,0.3,321000.0,B-
185Re,630.33,16.5,0.3,321000.0,B-
185Re,333.4,0.034999999999999996,0.008,321000.0,B-
185Re,296.9,0.030000000000000002,0.008,321000.0,B-
185Re,773.5,0.012,0.004,321000.0,B-
185Re,476.4,0.0007999999999999999,0.0003,321000.0,B-
185Re,143.17,0.00042,0.00014000000000000001,321000.0,B-
186W,685.73,3240.0,73.4,85400.0,B-
186W,479.55,2590.0,53.0,85400.0,B-
186W,72.002,1320.0,31.3,85400.0,B-
186W,134.247,1050.0,20.299999999999997,85400.0,B-
186W,618.26,746.0,16.8,85400.0,B-
186W,551.52,603.0,13.6,85400.0,B-
186W,772.89,490.0,10.5,85400.0,B-
186W,625.519,129.0,3.13,85400.0,B-
186W,511.66,76.8,1.6800000000000002,85400.0,B-
186W,864.55,39.9,1.0399999999999998,85400.0,B-
186W,745.216,35.3,0.8350000000000001,85400.0,B-
186W,206.242,17.0,0.513,85400.0,B-
186W,879.45,16.8,0.513,85400.0,B-
186W,588.95,14.5,0.412,85400.0,B-
186W,246.28,14.1,0.509,85400.0,B-
186W,239.193,10.200000000000001,0.505,85400.0,B-
186W,113.746,9.2,0.306,85400.0,B-
186W,968.78,4.8999999999999995,1.6,85400.0,B-
186W,727.22,4.5,1.3,85400.0,B-
186W,641.1,4.2,1.6,85400.0,B-
186W,454.92,3.5,0.231,85400.0,B-
186W,106.596,3.11,0.102,85400.0,B-
186W,123.66,3.0,0.5,85400.0,B-
186W,794.8,2.9,1.0,85400.0,B-
186W,484.15,2.04,0.101,85400.0,B-
186W,730.3,1.9,0.013,85400.0,B-
186W,154.4,1.88,0.0712,85400.0,B-
186W,178.8,1.6,0.7,85400.0,B-
186W,933.8,1.6,0.7,85400.0,B-
186W,564.62,1.4,0.5,85400.0,B-
186W,261.0,1.3,0.3,85400.0,B-
186W,262.7,1.3,0.3,85400.0,B-
186W,103.8,1.2,0.031099999999999996,85400.0,B-
186W,816.56,1.17,0.0804,85400.0,B-
186W,100.38,1.0399999999999998,0.1,85400.0,B-
186W,835.55,1.0,0.3,85400.0,B-
186W,36.38,0.88,0.1,85400.0,B-
186W,77.37,0.8400000000000001,0.12999999999999998,85400.0,B-
186W,682.34,0.8,0.8,85400.0,B-
186W,141.22,0.8,0.3,85400.0,B-
186W,576.31,0.78,0.12999999999999998,85400.0,B-
186W,29.23,0.71,0.1,85400.0,B-
186W,93.22,0.62,0.1,85400.0,B-
186W,115.5,0.62,0.0303,85400.0,B-
186W,1000.82,0.5199999999999999,0.16,85400.0,B-
186W,138.5,0.5199999999999999,0.12999999999999998,85400.0,B-
186W,375.93,0.42000000000000004,0.1,85400.0,B-
186W,7.1,0.41,0.0701,85400.0,B-
186W,638.65,0.39,0.12999999999999998,85400.0,B-
186W,168.5,0.29,0.12999999999999998,85400.0,B-
186W,374.31,0.29,0.1,85400.0,B-
186W,612.9,0.25999999999999995,0.12999999999999998,85400.0,B-
186W,275.61,0.25,0.06999999999999999,85400.0,B-
186W,43.66,0.24000000000000002,0.06999999999999999,85400.0,B-
186W,40.75,0.24000000000000002,0.06999999999999999,85400.0,B-
186W,198.34,0.2,0.05,85400.0,B-
186W,767.4,0.19,0.08,85400.0,B-
186W,352.86,0.18000000000000002,0.06999999999999999,85400.0,B-
186W,693.06,0.16,0.1,85400.0,B-
186W,960.17,0.156,0.0101,85400.0,B-
186W,1230.1,0.156,0.016,85400.0,B-
186W,165.67,0.1,0.04,85400.0,B-
186W,647.3,0.09000000000000001,0.04,85400.0,B-
186W,208.29,0.08,0.030000000000000002,85400.0,B-
186W,573.71,0.062,0.019,85400.0,B-
186W,303.1,0.060000000000000005,0.030000000000000002,85400.0,B-
186W,844.7,0.029,0.016,85400.0,B-
186W,826.65,0.028,0.004,85400.0,B-
186W,825.95,0.028,0.004,85400.0,B-
186W,1056.24,0.027,0.007,85400.0,B-
186W,1190.38,0.026,0.00301,85400.0,B-
186W,1220.8,0.02,0.006,85400.0,B-
186W,1086.6,0.0097,6.62e-05,85400.0,B-
186W,1095.9,0.0097,6.62e-05,85400.0,B-
187Re,155.041,7160.0,250.0,61200.0,B-
187Re,632.983,602.0,6.0,61200.0,B-
187Re,477.992,483.0,14.0,61200.0,B-
187Re,63.582,279.0,13.0,1120.0,IT
187Re,931.345,262.0,2.4,61200.0,B-
187Re,829.47,194.0,1.9,61200.0,B-
187Re,105.862,140.0,7.0,1120.0,IT
187Re,634.98,69.8,1.0,61200.0,B-
187Re,92.464,66.0,3.0,1120.0,IT
187Re,672.535,52.699999999999996,0.5,61200.0,B-
187Re,1610.4,46.1,0.5,61200.0,B-
187Re,1132.31,39.4,0.5,61200.0,B-
187Re,486.087,37.3,0.6,61200.0,B-
187Re,453.34,34.8,2.4,61200.0,B-
187Re,1308.03,30.8,0.6,61200.0,B-
187Re,1802.04,17.2,0.19,61200.0,B-
187Re,1785.95,9.17,0.11,61200.0,B-
187Re,1174.57,8.8,0.4,61200.0,B-
187Re,1457.54,8.77,0.0401,61200.0,B-
187Re,825.2,8.3,0.24000000000000002,61200.0,B-
187Re,156.046,8.0,3.0,1120.0,IT
187Re,322.93,7.6,0.4,61200.0,B-
187Re,1149.7,7.4799999999999995,0.13999999999999999,61200.0,B-
187Re,1150.5,7.29,0.13999999999999999,61200.0,B-
187Re,1956.96,7.08,0.09000000000000001,61200.0,B-
187Re,1017.67,6.890000000000001,0.06999999999999999,61200.0,B-
187Re,1191.84,6.28,0.12000000000000001,61200.0,B-
187Re,1322.91,5.3,1.4,61200.0,B-
187Re,1669.91,4.88,0.05,61200.0,B-
187Re,845.07,3.22,0.04,61200.0,B-
187Re,155.0,2.9,0.24000000000000002,61200.0,B-
187Re,1302.4,2.7,0.3,61200.0,B-
187Re,514.88,2.54,0.1,61200.0,B-
187Re,1864.91,2.37,0.024,61200.0,B-
187Re,312.001,2.0,0.5,61200.0,B-
187Re,1652.49,1.65,0.12000000000000001,61200.0,B-
187Re,1209.79,1.41,0.030000000000000002,61200.0,B-
187Re,1304.86,1.3,0.13999999999999999,61200.0,B-
187Re,169.444,1.3,0.7,1120.0,IT
187Re,623.8,1.16,0.24000000000000002,61200.0,B-
187Re,1940.91,0.874,0.014,61200.0,B-
187Re,1331.95,0.82,0.1,61200.0,B-
187Re,1549.26,0.8,0.4,61200.0,B-
187Re,2022.53,0.719,0.014,61200.0,B-
187Re,557.71,0.449,0.024,61200.0,B-
