Isotope,Energy (keV),Sigma (mb),DSigma (mb)
199Hg,1711.41,1350.0,100.0
199Hg,2123.411,1250.0,110.0
199Hg,1503.55,1210.0,110.0
199Hg,2020.74,1200.0,90.0
199Hg,1432.09,1200.0,90.0
199Hg,2189.463,1160.0,100.0
199Hg,1638.32,1140.0,80.0
199Hg,1722.02,1100.0,1100.0
199Hg,2978.203,1080.0,120.0
199Hg,1432.49,1060.0,230.0
199Hg,430.358,1050.0,60.0
199Hg,4458.3,1040.0,140.0
199Hg,1247.298,1030.0,110.0
199Hg,2370.026,1010.0,90.0
199Hg,5566.44,1010.0,130.0
199Hg,5799.01,1000.0,130.0
199Hg,4535.7,980.0,170.0
199Hg,2323.5,970.0,110.0
199Hg,1647.42,950.0,80.0
199Hg,398.244,940.0,60.0
199Hg,1538.39,920.0,110.0
199Hg,787.09,910.0,70.0
199Hg,2323.624,910.0,230.0
199Hg,2763.032,910.0,110.0
199Hg,1246.976,910.0,230.0
199Hg,1322.39,910.0,230.0
199Hg,2044.47,890.0,80.0
199Hg,783.678,880.0,60.0
199Hg,2093.89,880.0,110.0
199Hg,1799.21,880.0,100.0
199Hg,485.821,870.0,90.0
199Hg,1163.58,870.0,90.0
199Hg,2794.12,850.0,110.0
199Hg,556.58,830.0,60.0
199Hg,1623.23,830.0,110.0
199Hg,612.095,820.0,60.0
199Hg,1822.05,820.0,110.0
199Hg,495.967,800.0,80.0
199Hg,1384.523,800.0,800.0
199Hg,676.163,760.0,70.0
199Hg,1341.67,760.0,230.0
199Hg,2610.26,760.0,230.0
199Hg,1163.24,740.0,190.0
199Hg,1059.6,730.0,70.0
199Hg,935.371,710.0,60.0
199Hg,1754.113,700.0,300.0
199Hg,2625.58,700.0,300.0
199Hg,898.534,690.0,90.0
199Hg,1121.6,680.0,230.0
199Hg,1121.445,680.0,70.0
199Hg,2139.76,680.0,100.0
199Hg,1291.057,670.0,100.0
199Hg,807.147,670.0,50.0
199Hg,1422.42,670.0,80.0
199Hg,1121.303,660.0,180.0
199Hg,1366.66,650.0,90.0
199Hg,485.657,640.0,60.0
199Hg,2423.59,620.0,110.0
199Hg,1610.51,600.0,230.0
199Hg,467.876,590.0,50.0
199Hg,2485.02,580.0,100.0
199Hg,1657.97,580.0,80.0
199Hg,1610.2,570.0,170.0
199Hg,1928.366,550.0,90.0
199Hg,76.858,530.0,230.0
199Hg,1821.519,530.0,230.0
199Hg,2043.849,530.0,170.0
199Hg,2461.83,530.0,230.0
199Hg,1059.913,530.0,140.0
199Hg,1538.14,530.0,170.0
199Hg,1538.29,530.0,160.0
199Hg,1675.78,510.0,60.0
199Hg,628.753,500.0,50.0
199Hg,1318.98,500.0,190.0
199Hg,1680.61,500.0,110.0
199Hg,1366.383,480.0,100.0
199Hg,487.582,480.0,50.0
199Hg,1042.218,480.0,140.0
199Hg,1337.81,480.0,140.0
199Hg,1367.08,480.0,120.0
199Hg,5134.6,480.0,80.0
199Hg,2847.64,470.0,100.0
199Hg,1463.047,470.0,100.0
199Hg,2239.85,470.0,110.0
199Hg,1042.43,460.0,60.0
199Hg,7660.26,460.0,50.0
199Hg,476.82,450.0,50.0
199Hg,2590.7,450.0,100.0
199Hg,1294.88,450.0,90.0
199Hg,1811.5,450.0,90.0
199Hg,1963.814,440.0,90.0
199Hg,467.823,430.0,40.0
199Hg,2937.34,430.0,100.0
199Hg,2569.4,420.0,120.0
199Hg,464.203,410.0,50.0
199Hg,1266.967,400.0,100.0
199Hg,1054.51,400.0,60.0
199Hg,2288.91,390.0,80.0
199Hg,796.371,390.0,50.0
199Hg,757.006,390.0,50.0
199Hg,1422.19,390.0,140.0
199Hg,1081.04,390.0,80.0
199Hg,1754.03,390.0,80.0
199Hg,1837.68,390.0,90.0
199Hg,658.987,380.0,50.0
199Hg,115.719,370.0,130.0
199Hg,2852.96,370.0,90.0
199Hg,387.345,340.0,50.0
199Hg,553.191,340.0,50.0
199Hg,419.802,330.0,50.0
199Hg,757.033,330.0,50.0
199Hg,1447.256,330.0,80.0
199Hg,788.749,330.0,50.0
199Hg,1878.486,320.0,80.0
199Hg,703.949,320.0,70.0
199Hg,703.79,320.0,60.0
199Hg,1879.36,320.0,80.0
199Hg,144.638,290.0,60.0
199Hg,615.549,290.0,50.0
199Hg,1157.701,290.0,110.0
199Hg,788.716,290.0,80.0
199Hg,854.46,290.0,50.0
199Hg,1746.393,260.0,50.0
199Hg,485.411,260.0,40.0
199Hg,1180.687,260.0,110.0
199Hg,448.914,260.0,50.0
199Hg,1008.969,260.0,60.0
199Hg,1443.036,260.0,60.0
199Hg,1667.785,260.0,60.0
199Hg,1733.692,260.0,80.0
199Hg,1284.441,260.0,70.0
199Hg,861.673,260.0,50.0
199Hg,1479.64,260.0,60.0
199Hg,1442.93,260.0,60.0
199Hg,1172.32,260.0,110.0
199Hg,1715.2,260.0,60.0
199Hg,148.027,250.0,50.0
199Hg,639.116,250.0,50.0
199Hg,945.28,250.0,50.0
199Hg,1698.93,240.0,70.0
199Hg,957.1,240.0,50.0
199Hg,316.176,230.0,50.0
199Hg,490.971,230.0,50.0
199Hg,408.553,230.0,50.0
199Hg,497.814,230.0,50.0
199Hg,818.379,230.0,50.0
199Hg,957.248,230.0,50.0
199Hg,1336.773,230.0,230.0
199Hg,980.29,230.0,50.0
199Hg,761.37,230.0,70.0
199Hg,2463.24,230.0,230.0
199Hg,711.764,227.0,23.0
199Hg,591.676,210.0,50.0
199Hg,1167.102,210.0,50.0
199Hg,1034.82,210.0,50.0
199Hg,728.591,210.0,30.0
199Hg,917.699,210.0,60.0
199Hg,1192.769,210.0,60.0
199Hg,911.28,210.0,80.0
199Hg,1010.23,210.0,70.0
199Hg,872.755,200.0,50.0
199Hg,251.964,190.0,50.0
199Hg,533.5,190.0,50.0
199Hg,1179.68,190.0,60.0
199Hg,992.338,190.0,60.0
199Hg,546.077,189.0,23.0
199Hg,1080.58,180.0,60.0
199Hg,1022.77,180.0,40.0
199Hg,1772.08,180.0,80.0
199Hg,598.374,174.0,23.0
199Hg,225.885,171.0,19.0
199Hg,1477.827,170.0,50.0
199Hg,720.23,170.0,60.0
199Hg,643.335,170.0,30.0
199Hg,818.41,170.0,30.0
199Hg,289.429,160.0,50.0
199Hg,1027.088,160.0,70.0
199Hg,690.322,160.0,50.0
199Hg,761.491,160.0,60.0
199Hg,905.53,160.0,40.0
199Hg,996.75,160.0,70.0
199Hg,901.89,160.0,40.0
199Hg,203.133,151.0,23.0
199Hg,677.471,151.0,23.0
199Hg,799.76,150.0,50.0
199Hg,1100.11,150.0,70.0
199Hg,309.188,145.0,16.0
199Hg,694.203,140.0,30.0
199Hg,743.54,140.0,30.0
199Hg,487.184,137.0,19.0
199Hg,140.908,130.0,40.0
199Hg,718.172,130.0,40.0
199Hg,615.806,130.0,30.0
199Hg,860.475,130.0,50.0
199Hg,2862.31,130.0,30.0
199Hg,748.957,130.0,30.0
199Hg,533.432,124.0,17.0
199Hg,596.048,113.0,19.0
199Hg,164.55,110.0,30.0
199Hg,342.945,110.0,30.0
199Hg,739.147,110.0,40.0
199Hg,732.89,110.0,30.0
199Hg,903.536,110.0,30.0
199Hg,824.05,110.0,40.0
199Hg,889.91,110.0,30.0
199Hg,252.353,108.0,10.0
199Hg,137.496,106.0,23.0
199Hg,1115.935,106.0,23.0
199Hg,1070.469,106.0,23.0
199Hg,718.64,100.0,30.0
199Hg,681.9,100.0,30.0
199Hg,8028.2,100.0,50.0
199Hg,600.847,98.0,14.0
199Hg,747.25,98.0,23.0
199Hg,468.925,91.0,23.0
199Hg,759.054,91.0,23.0
199Hg,272.111,87.0,8.0
199Hg,762.15,87.0,17.0
199Hg,383.425,84.0,9.0
199Hg,655.598,84.0,15.0
199Hg,351.282,82.0,11.0
199Hg,597.435,82.0,15.0
199Hg,996.21,80.0,80.0
199Hg,797.54,80.0,30.0
199Hg,397.764,76.0,12.0
199Hg,468.72,76.0,23.0
199Hg,781.149,74.0,19.0
199Hg,601.54,71.0,14.0
199Hg,352.356,71.0,11.0
199Hg,587.818,71.0,12.0
199Hg,573.429,71.0,12.0
199Hg,516.38,71.0,14.0
199Hg,700.559,70.0,30.0
199Hg,860.81,70.0,70.0
199Hg,714.093,69.0,14.0
199Hg,566.027,69.0,11.0
199Hg,674.301,68.0,23.0
199Hg,738.64,68.0,23.0
199Hg,243.411,66.0,6.0
199Hg,613.464,66.0,14.0
199Hg,738.343,66.0,14.0
199Hg,784.91,64.0,14.0
199Hg,376.79,60.0,14.0
199Hg,204.473,60.0,19.0
199Hg,644.95,60.0,14.0
199Hg,480.232,58.0,7.0
199Hg,398.608,58.0,8.0
199Hg,341.384,55.0,5.0
199Hg,338.771,55.0,5.0
199Hg,520.921,55.0,11.0
199Hg,653.015,55.0,14.0
199Hg,724.38,55.0,17.0
199Hg,578.016,53.0,19.0
199Hg,722.654,53.0,11.0
199Hg,711.031,53.0,23.0
199Hg,896.632,53.0,13.0
199Hg,608.184,53.0,23.0
199Hg,376.688,53.0,14.0
199Hg,685.14,53.0,17.0
199Hg,224.751,50.0,5.0
199Hg,646.182,50.0,11.0
199Hg,346.411,50.0,6.0
199Hg,632.78,50.0,13.0
199Hg,651.734,50.0,17.0
199Hg,797.5,50.0,50.0
199Hg,602.674,48.0,11.0
199Hg,306.619,48.0,8.0
199Hg,498.65,48.0,10.0
199Hg,564.074,45.0,11.0
199Hg,148.521,45.0,11.0
199Hg,534.506,45.0,10.0
199Hg,695.49,45.0,9.0
199Hg,634.591,45.0,14.0
199Hg,588.95,45.0,11.0
199Hg,749.937,45.0,23.0
199Hg,423.18,45.0,8.0
199Hg,755.81,45.0,23.0
199Hg,397.01,42.0,8.0
199Hg,468.73,40.0,40.0
199Hg,558.582,39.0,9.0
199Hg,517.035,39.0,11.0
199Hg,471.169,37.0,7.0
199Hg,635.839,37.0,8.0
199Hg,308.79,37.0,5.0
199Hg,505.22,37.0,8.0
199Hg,631.429,37.0,12.0
199Hg,626.424,34.0,11.0
199Hg,521.475,34.0,11.0
199Hg,428.448,34.0,7.0
199Hg,568.016,34.0,12.0
199Hg,306.859,32.0,4.0
199Hg,392.524,32.0,4.0
199Hg,330.327,29.0,10.0
199Hg,563.65,29.0,11.0
199Hg,532.51,29.0,9.0
199Hg,544.316,26.0,5.0
199Hg,380.013,26.0,4.0
199Hg,475.102,26.0,5.0
199Hg,466.728,26.0,8.0
199Hg,339.981,23.0,3.0
199Hg,409.628,23.0,5.0
199Hg,299.894,23.0,5.0
199Hg,460.738,23.0,8.0
199Hg,587.01,23.0,11.0
199Hg,415.5,23.0,3.0
199Hg,599.97,23.0,11.0
199Hg,319.566,21.0,3.0
199Hg,312.577,21.0,3.0
199Hg,486.485,21.0,8.0
199Hg,439.545,21.0,5.0
199Hg,160.644,18.0,4.0
199Hg,286.499,18.0,3.0
199Hg,241.408,18.0,7.0
199Hg,343.393,18.0,3.0
199Hg,483.456,18.0,4.0
199Hg,453.689,18.0,4.0
199Hg,301.952,18.0,4.0
199Hg,270.52,18.0,4.0
199Hg,359.494,18.0,5.0
199Hg,182.54,18.0,4.0
199Hg,472.096,18.0,6.0
199Hg,458.96,18.0,7.0
199Hg,404.905,16.0,3.0
199Hg,215.75,16.0,4.0
199Hg,330.828,16.0,3.0
199Hg,395.936,16.0,4.0
199Hg,203.837,16.0,5.0
199Hg,437.473,16.0,7.0
199Hg,321.544,16.0,3.0
199Hg,271.682,16.0,4.0
199Hg,275.501,15.9,2.3
199Hg,186.771,13.0,5.0
199Hg,241.353,13.0,5.0
199Hg,281.08,13.0,3.0
199Hg,332.697,13.0,5.0
199Hg,337.491,13.0,3.0
199Hg,331.323,13.0,4.0
199Hg,201.909,11.0,4.0
199Hg,253.97,11.0,3.0
199Hg,313.268,11.0,3.0
199Hg,363.586,11.0,5.0
199Hg,283.873,11.0,3.0
199Hg,399.64,11.0,5.0
199Hg,414.36,10.6,2.3
199Hg,453.61,9.0,9.0
199Hg,308.45,8.0,3.0
199Hg,404.93,8.0,8.0
199Hg,268.569,7.9,1.7
201Hg,439.5,520.0,70.0
201Hg,520.42,147.0,25.0
201Hg,7753.77,67.0,11.0
201Hg,5473.68,37.0,6.0
201Hg,5930.39,34.0,6.0
201Hg,5959.77,34.0,6.0
201Hg,1354.55,26.0,4.0
201Hg,1383.93,23.0,5.0
201Hg,1722.0,22.0,5.0
201Hg,7314.28,22.0,4.0
201Hg,680.18,21.0,4.0
201Hg,6793.87,21.0,4.0
201Hg,959.93,19.0,3.0
201Hg,908.52,17.0,3.0
201Hg,222.25,16.0,16.0
201Hg,1526.3,15.0,3.0
201Hg,950.2,14.5,2.4
201Hg,1840.65,13.299999999999999,2.2
201Hg,5627.3,13.0,3.0
201Hg,6191.85,13.0,3.0
201Hg,6571.63,13.0,3.0
201Hg,1306.95,12.3,2.1
201Hg,1687.03,12.1,2.0
201Hg,5788.03,9.799999999999999,2.1
201Hg,388.09,9.6,1.9
201Hg,863.51,9.1,1.5
201Hg,1097.98,9.1,1.3
201Hg,742.68,7.9,1.3
201Hg,6405.8,7.7,1.6
201Hg,1412.64,7.4,1.2
201Hg,6007.38,7.3,1.6
201Hg,1320.23,7.0,3.0
201Hg,1631.7,5.8,1.4
201Hg,718.28,5.7,1.0
201Hg,6110.1,5.3,1.1
201Hg,351.63,5.1000000000000005,1.5
201Hg,1238.7,4.6,0.8
201Hg,1204.2,4.1000000000000005,2.1
201Hg,379.79,4.0,0.7
201Hg,1883.6,3.9,0.7
201Hg,1125.3,3.8,0.8
201Hg,380.08,3.7,0.6
201Hg,602.04,3.5,0.6
201Hg,641.26,3.4,0.6
201Hg,1852.14,3.4,1.0
201Hg,550.2,3.3,0.9
201Hg,786.52,3.2,0.5
201Hg,872.05,3.0,0.5
201Hg,429.77,2.8,0.7
201Hg,476.6,2.7,0.9
201Hg,1788.2,2.7,0.5
201Hg,475.42,2.7,0.9
201Hg,1136.15,2.3,0.9
201Hg,442.29,2.2,1.2
201Hg,1166.61,2.2,0.5
201Hg,615.73,2.1,0.5
201Hg,944.35,2.1,0.8
201Hg,1519.94,2.0,0.7
201Hg,1917.7,2.0,0.6
201Hg,1182.18,1.8,0.5
201Hg,1389.7,1.8,0.4
201Hg,1823.43,1.8,0.7
201Hg,250.42,1.7,1.7
201Hg,288.5,1.7,1.8
201Hg,1959.44,1.6,0.5
201Hg,455.97,1.5,0.3
201Hg,564.27,1.5,0.5
201Hg,456.72,1.5,0.3
201Hg,6364.11,1.4,0.3
201Hg,892.22,1.3,0.3
201Hg,472.0,1.3,0.5
201Hg,207.52,1.2,1.2
201Hg,434.9,1.2,0.6
201Hg,433.74,1.2,0.6
201Hg,783.63,1.2,0.5
201Hg,227.63,1.1,1.1
201Hg,393.47,1.1,0.4
201Hg,654.25,1.1,0.6
201Hg,129.32,1.0,0.3
201Hg,1870.0,0.98,0.24000000000000002
201Hg,104.1,0.9,0.9
201Hg,496.02,0.8099999999999999,0.2
201Hg,185.95,0.8,0.8
201Hg,611.87,0.8,0.4
201Hg,76.99,0.8,0.8
201Hg,1794.05,0.7,0.3
201Hg,999.52,0.53,0.18000000000000002
201Hg,172.27,0.5,0.5
201Hg,247.79,0.5,0.5
201Hg,320.71,0.5,0.5
201Hg,540.59,0.45,0.13999999999999999
201Hg,1122.47,0.41,0.21000000000000002
201Hg,486.11,0.41,0.12999999999999998
201Hg,401.0,0.37,0.19
201Hg,732.46,0.27999999999999997,0.15
201Hg,173.94,0.2,0.2
201Hg,113.7,0.2,0.2
203Tl,139.94,400.0,7.0
203Tl,347.96,361.0,10.0
203Tl,318.88,325.0,6.0
203Tl,5641.57,316.0,7.0
203Tl,5603.28,282.0,10.0
203Tl,5279.86,207.0,6.0
203Tl,873.16,168.0,4.0
203Tl,6166.61,166.0,6.0
203Tl,4913.57,164.0,5.0
203Tl,4752.24,148.0,5.0
203Tl,5404.41,147.0,5.0
203Tl,5180.38,141.0,5.0
203Tl,5533.35,131.0,5.0
203Tl,6514.57,129.0,5.0
203Tl,424.81,120.0,2.5
203Tl,737.12,118.0,5.0
203Tl,471.9,116.0,3.0
203Tl,292.26,98.3,2.0
203Tl,4687.58,98.0,4.0
203Tl,488.11,96.0,4.0
203Tl,154.01,92.60000000000001,1.7
203Tl,4841.4,90.0,4.0
203Tl,395.62,86.2,2.0
203Tl,5261.48,84.0,4.0
203Tl,5917.48,84.0,4.0
203Tl,6183.05,81.0,4.0
203Tl,5451.07,79.0,3.0
203Tl,1234.69,74.6,2.5
203Tl,6222.57,65.0,4.0
203Tl,732.09,64.0,3.0
203Tl,1155.43,60.5,1.7
203Tl,1121.29,60.0,1.7
203Tl,4705.83,58.0,3.0
203Tl,5014.61,58.0,3.0
203Tl,5130.5,58.0,4.0
203Tl,1741.01,54.800000000000004,2.5
203Tl,949.88,47.9,1.5
203Tl,4225.47,45.0,3.0
203Tl,4495.74,43.0,4.0
203Tl,624.46,41.300000000000004,1.0
203Tl,1110.37,41.300000000000004,1.2
203Tl,4540.62,41.300000000000004,2.5
203Tl,198.33,40.800000000000004,1.0
203Tl,626.54,38.800000000000004,1.0
203Tl,629.12,38.800000000000004,1.0
203Tl,4195.98,37.3,2.2
203Tl,331.76,37.1,1.0
203Tl,678.01,36.1,1.5
203Tl,4980.97,36.0,3.0
203Tl,563.21,35.6,1.5
203Tl,1093.02,35.3,1.2
203Tl,383.99,34.1,1.2
203Tl,4343.56,34.0,3.0
203Tl,764.13,31.6,1.2
203Tl,325.85,30.099999999999998,1.0
203Tl,4600.95,29.2,2.2
203Tl,818.14,27.900000000000002,1.0
203Tl,1756.27,27.0,3.0
203Tl,330.09,26.700000000000003,1.0
203Tl,931.39,25.7,1.2
203Tl,310.31,24.5,1.2
203Tl,6336.11,24.5,2.2
203Tl,6118.79,23.2,2.0
203Tl,591.13,22.5,1.0
203Tl,4115.08,22.2,1.7
203Tl,6025.21,22.2,2.5
203Tl,1013.27,21.7,1.2
203Tl,4309.0,21.0,2.2
203Tl,4402.6,20.8,1.5
203Tl,1063.0,18.5,1.0
203Tl,5520.3,18.3,2.5
203Tl,4570.0,18.0,2.0
203Tl,5238.4,15.6,2.0
203Tl,152.93,14.4,0.6
203Tl,418.27,14.1,1.2
203Tl,4804.4,13.799999999999999,2.0
203Tl,1134.01,13.299999999999999,0.7
203Tl,4715.3,13.100000000000001,2.0
203Tl,77.07,11.0,5.0
203Tl,171.88,10.9,0.5
203Tl,587.01,10.9,1.0
203Tl,6654.71,10.4,1.2
203Tl,4439.3,9.4,1.5
203Tl,1706.2,9.1,1.5
203Tl,4101.4,8.6,2.5
203Tl,483.29,8.200000000000001,1.0
203Tl,489.26,8.0,3.0
203Tl,336.96,8.0,0.6
203Tl,389.48,7.9,0.7
203Tl,714.86,7.4,1.2
203Tl,4867.5,7.4,2.0
203Tl,4076.7,7.2,1.5
203Tl,416.91,6.8999999999999995,1.2
203Tl,5890.2,6.7,1.7
203Tl,132.11,6.2,1.0
203Tl,157.32,6.1000000000000005,0.5
203Tl,286.88,5.8,0.5
203Tl,4286.3,5.7,1.5
203Tl,145.88,5.4,0.5
203Tl,284.81,5.2,0.5
203Tl,178.78,5.0,0.5
203Tl,369.65,4.7,1.2
203Tl,169.23,3.7,0.7
203Tl,249.06,3.5,0.5
203Tl,555.6,3.5,1.0
203Tl,4258.9,3.0,1.5
203Tl,253.17,2.8,0.5
203Tl,299.91,2.7,0.7
203Tl,439.1,2.7,0.7
203Tl,188.09,1.8,0.4
203Tl,278.33,1.8,0.5
203Tl,110.72,1.8,0.4
203Tl,6.0,0.21000000000000002,0.007
204Pb,6729.38,3.2,0.1
204Pb,4613.46,0.68,0.04
204Pb,4919.53,0.61,0.09000000000000001
204Pb,1812.19,0.49,0.017
204Pb,1541.93,0.47600000000000003,0.014
204Pb,574.04,0.426,0.013
204Pb,1372.22,0.408,0.014
204Pb,5357.2,0.408,0.024
204Pb,4644.0,0.22,0.030000000000000002
204Pb,5927.95,0.22,0.04
204Pb,576.34,0.214,0.008
204Pb,260.48,0.194,0.007
204Pb,4379.28,0.153,0.015000000000000001
204Pb,4812.49,0.14300000000000002,0.018000000000000002
204Pb,540.98,0.129,0.011
204Pb,4245.8,0.125,0.015000000000000001
204Pb,1120.12,0.12300000000000001,0.006
204Pb,995.85,0.118,0.011
204Pb,1050.4,0.1,0.05
204Pb,2115.6,0.09000000000000001,0.02
204Pb,1656.47,0.088,0.007
204Pb,4103.4,0.078,0.018000000000000002
204Pb,5113.9,0.07100000000000001,0.016
204Pb,1041.5,0.06999999999999999,0.002
204Pb,262.77,0.060000000000000005,0.004
204Pb,1511.4,0.060000000000000005,0.007
204Pb,759.5,0.049,0.009000000000000001
204Pb,227.42,0.04,0.01
204Pb,743.5,0.032,0.006
204Pb,761.8,0.031,0.008
204Pb,544.73,0.027,0.009000000000000001
204Pb,499.0,0.024,0.006
204Pb,313.57,0.023,0.005
204Pb,803.76,0.020999999999999998,0.007
204Pb,185.22,0.0045000000000000005,0.0005
205Tl,330.09,26.700000000000003,1.0
205Tl,304.86,22.5,1.2
205Tl,265.86,21.0,0.7
205Tl,369.18,16.0,3.0
205Tl,6197.8,10.9,1.7
205Tl,649.3,10.6,1.0
205Tl,5867.8,9.1,1.7
205Tl,5852.5,7.2,1.5
205Tl,6504.3,4.0,1.0
205Tl,344.13,2.5,1.0
205Tl,635.0,0.37,0.15
206Pb,6737.62,6.91,0.19
206Pb,569.702,0.106,0.006
206Pb,897.9,0.09899999999999999,0.009000000000000001
206Pb,5839.75,0.047,0.014
207Pb,7367.78,137.0,3.0
207Pb,2614.53,0.4,0.030000000000000002
207Pb,4753.31,0.23299999999999998,0.017
207Pb,4085.46,0.104,0.017
207Pb,3282.39,0.085,0.009000000000000001
207Pb,2086.8,0.038,0.008
207Pb,1983.13,0.038,0.008
207Pb,1640.17,0.036000000000000004,0.004
207Pb,3113.17,0.036000000000000004,0.006
207Pb,1383.0,0.033,0.007
207Pb,2322.62,0.030000000000000002,0.004
207Pb,2430.72,0.030000000000000002,0.004
207Pb,4937.12,0.025,0.025
207Pb,1615.16,0.022,0.003
207Pb,3729.0,0.022,0.011
207Pb,1025.0,0.022,0.005
207Pb,2770.21,0.016,0.003
207Pb,5844.46,0.014,0.004
207Pb,1155.06,0.011,0.0019
207Pb,1523.36,0.011,0.003
207Pb,1437.4,0.008,0.003
207Pb,5384.71,0.008,0.003
207Pb,1332.82,0.005,0.003
209Bi,4171.05,17.1,2.2
209Bi,4054.57,13.700000000000001,1.8
209Bi,319.78,11.5,1.4
209Bi,4101.76,8.9,1.2
209Bi,162.19,8.0,3.0
209Bi,673.97,2.6,0.4
209Bi,4256.65,2.4,0.3
209Bi,2505.35,2.1,0.3
209Bi,2828.29,1.79,0.24000000000000002
209Bi,4165.36,1.73,0.24000000000000002
209Bi,3396.16,1.7,0.24000000000000002
209Bi,3356.6,1.6700000000000002,0.24000000000000002
209Bi,2598.33,1.66,0.24000000000000002
209Bi,162.27,1.6199999999999999,0.21000000000000002
209Bi,1337.09,1.56,0.21000000000000002
209Bi,2624.34,1.5399999999999998,0.21000000000000002
209Bi,3081.27,1.45,0.2
209Bi,774.92,1.41,0.2
209Bi,3632.77,1.36,0.2
209Bi,154.89,1.3,0.5
209Bi,808.79,1.1900000000000002,0.16
209Bi,900.22,1.02,0.13999999999999999
209Bi,2898.17,0.8,0.12000000000000001
209Bi,769.21,0.78,0.1
209Bi,1203.52,0.7699999999999999,0.12000000000000001
209Bi,1596.43,0.73,0.1
209Bi,971.83,0.7200000000000001,0.09000000000000001
209Bi,1708.84,0.71,0.1
209Bi,1012.53,0.64,0.09000000000000001
209Bi,3214.64,0.61,0.09000000000000001
209Bi,116.49,0.54,0.21000000000000002
209Bi,774.91,0.54,0.21000000000000002
209Bi,1824.97,0.54,0.08
209Bi,563.14,0.51,0.06999999999999999
209Bi,91.29,0.5,0.3
209Bi,1175.48,0.48000000000000004,0.06999999999999999
209Bi,645.82,0.47,0.06999999999999999
209Bi,1839.74,0.46,0.06999999999999999
209Bi,46.58,0.43,0.09000000000000001
209Bi,408.77,0.43,0.06999999999999999
209Bi,808.77,0.42000000000000004,0.16
209Bi,1226.3,0.42000000000000004,0.06999999999999999
209Bi,4284.8,0.42000000000000004,0.06999999999999999
209Bi,3141.75,0.41,0.06999999999999999
209Bi,2026.66,0.37,0.06999999999999999
209Bi,900.07,0.35,0.12999999999999998
209Bi,1658.34,0.35,0.05
209Bi,912.77,0.34,0.05
209Bi,1484.3,0.34,0.05
209Bi,2496.69,0.34,0.06999999999999999
209Bi,1397.83,0.33,0.05
209Bi,1211.11,0.31,0.05
209Bi,2570.29,0.31,0.05
209Bi,1430.29,0.27,0.04
209Bi,2614.55,0.27,0.05
209Bi,971.82,0.25999999999999995,0.09000000000000001
209Bi,1465.52,0.25999999999999995,0.04
209Bi,92.48,0.25,0.04
209Bi,644.36,0.25,0.04
209Bi,154.86,0.25,0.04
209Bi,3407.4,0.25,0.05
209Bi,392.82,0.24000000000000002,0.04
209Bi,1756.35,0.24000000000000002,0.04
209Bi,1708.92,0.22,0.08
209Bi,3268.99,0.22,0.05
209Bi,563.06,0.21000000000000002,0.08
209Bi,1203.61,0.21000000000000002,0.08
209Bi,1625.78,0.21000000000000002,0.04
209Bi,1013.03,0.21000000000000002,0.08
209Bi,64.94,0.21000000000000002,0.12999999999999998
209Bi,347.92,0.21000000000000002,0.04
209Bi,1203.61,0.21000000000000002,0.08
209Bi,1118.21,0.21000000000000002,0.04
209Bi,3230.66,0.21000000000000002,0.04
209Bi,3610.84,0.21000000000000002,0.05
209Bi,311.23,0.2,0.04
209Bi,1360.16,0.2,0.04
209Bi,1156.34,0.2,0.04
209Bi,826.98,0.2,0.030000000000000002
209Bi,347.93,0.18000000000000002,0.08
209Bi,63.59,0.18000000000000002,0.04
209Bi,183.04,0.18000000000000002,0.08
209Bi,610.92,0.18000000000000002,0.04
209Bi,855.45,0.18000000000000002,0.04
209Bi,65.24,0.18000000000000002,0.04
209Bi,311.24,0.17,0.08
209Bi,402.11,0.17,0.030000000000000002
209Bi,832.5,0.17,0.030000000000000002
209Bi,214.71,0.17,0.08
209Bi,1600.37,0.17,0.030000000000000002
209Bi,1175.25,0.16,0.05
209Bi,634.14,0.15,0.030000000000000002
209Bi,950.96,0.15,0.030000000000000002
209Bi,1321.9,0.15,0.030000000000000002
209Bi,1880.57,0.15,0.030000000000000002
209Bi,623.77,0.15,0.030000000000000002
209Bi,185.62,0.145,0.022
209Bi,1668.68,0.13999999999999999,0.04
209Bi,1423.28,0.131,0.003
209Bi,705.24,0.12999999999999998,0.030000000000000002
209Bi,1875.09,0.12999999999999998,0.030000000000000002
209Bi,1695.65,0.12999999999999998,0.030000000000000002
209Bi,384.58,0.12000000000000001,0.030000000000000002
209Bi,896.25,0.12000000000000001,0.030000000000000002
209Bi,1557.89,0.12000000000000001,0.030000000000000002
209Bi,1764.09,0.12000000000000001,0.030000000000000002
209Bi,1160.83,0.12000000000000001,0.030000000000000002
209Bi,110.79,0.116,0.020999999999999998
209Bi,1909.14,0.11,0.030000000000000002
209Bi,149.05,0.1,0.05
209Bi,644.73,0.1,0.05
209Bi,912.82,0.1,0.04
209Bi,1397.87,0.1,0.04
209Bi,1376.38,0.1,0.030000000000000002
209Bi,1642.9,0.1,0.3
209Bi,1032.56,0.1,0.030000000000000002
209Bi,516.48,0.09000000000000001,0.06999999999999999
209Bi,254.41,0.09000000000000001,0.06999999999999999
209Bi,186.57,0.09000000000000001,0.06999999999999999
209Bi,1430.24,0.09000000000000001,0.04
209Bi,299.85,0.09000000000000001,0.06999999999999999
209Bi,2470.22,0.09000000000000001,0.04
209Bi,2707.48,0.09000000000000001,0.04
209Bi,1503.36,0.08399999999999999,0.024
